rid,course,date,prize,countryCode
271018,Exeter,1990-01-01,4409,GB
275156,Tramore (IRE),1990-01-01,,IE
282203,Catterick,1990-01-01,3150,GB
298761,Cheltenham,1990-01-01,7700,GB
301118,Windsor,1990-01-01,3312,GB
305074,Leicester,1990-01-01,2400,GB
307119,Exeter,1990-01-01,2840,GB
311645,Southwell (AW),1990-01-01,3030,GB
326302,Catterick,1990-01-01,3220,GB
326330,Southwell (AW),1990-01-01,3450,GB
338528,Windsor,1990-01-01,20900,GB
350951,Fairyhouse (IRE),1990-01-01,,IE
359801,Cheltenham,1990-01-01,5700,GB
385114,Fairyhouse (IRE),1990-01-01,,IE
217419,Leicester,1990-01-01,3680,GB
220139,Windsor,1990-01-01,2460,GB
223266,Exeter,1990-01-01,4270,GB
223492,Windsor,1990-01-01,3815,GB
226059,Exeter,1990-01-01,2560,GB
233657,Exeter,1990-01-01,3840,GB
241606,Windsor,1990-01-01,3689,GB
244247,Leicester,1990-01-01,2830,GB
244461,Windsor,1990-01-01,4095,GB
246672,Fairyhouse (IRE),1990-01-01,,IE
249578,Tramore (IRE),1990-01-01,,IE
253720,Leicester,1990-01-01,4416,GB
254856,Catterick,1990-01-01,1880,GB
1467,Southwell (AW),1990-01-01,3240,GB
16841,Southwell (AW),1990-01-01,4120,GB
22831,Leicester,1990-01-01,2480,GB
30382,Cheltenham,1990-01-01,6540,GB
3086,Fairyhouse (IRE),1990-01-01,,IE
35062,Exeter,1990-01-01,2420,GB
35303,Catterick,1990-01-01,2530,GB
38170,Fairyhouse (IRE),1990-01-01,,IE
38802,Tramore (IRE),1990-01-01,,IE
39216,Southwell (AW),1990-01-01,4040,GB
7364,Tramore (IRE),1990-01-01,,IE
68664,Southwell (AW),1990-01-01,3030,GB
71125,Leicester,1990-01-01,5351,GB
84182,Tramore (IRE),1990-01-01,,IE
90146,Cheltenham,1990-01-01,6480,GB
93366,Cheltenham,1990-01-01,5840,GB
42338,Catterick,1990-01-01,3074,GB
55115,Fairyhouse (IRE),1990-01-01,,IE
55230,Cheltenham,1990-01-01,10030,GB
56909,Tramore (IRE),1990-01-01,,IE
193528,Catterick,1990-01-01,2440,GB
274476,Ayr,1990-01-02,10200,GB
284351,Ayr,1990-01-02,4360,GB
300154,Cheltenham,1990-01-02,8480,GB
300298,Ayr,1990-01-02,2925,GB
304652,Cheltenham,1990-01-02,7490,GB
321857,Southwell (AW),1990-01-02,3390,GB
360301,Cheltenham,1990-01-02,8160,GB
379258,Southwell (AW),1990-01-02,3600,GB
239514,Southwell (AW),1990-01-02,3876,GB
258609,Cheltenham,1990-01-02,9265,GB
19187,Ayr,1990-01-02,3569,GB
31771,Ayr,1990-01-02,4095,GB
84,Ayr,1990-01-02,3000,GB
108907,Cheltenham,1990-01-02,7840,GB
89305,Southwell (AW),1990-01-02,3600,GB
41130,Southwell (AW),1990-01-02,3450,GB
57071,Cheltenham,1990-01-02,5320,GB
179614,Southwell (AW),1990-01-02,3600,GB
207612,Southwell (AW),1990-01-02,3842,GB
266562,Sedgefield,1990-01-03,1880,GB
270529,Sedgefield,1990-01-03,3044,GB
290727,Ayr,1990-01-03,2900,GB
327389,Sedgefield,1990-01-03,3332,GB
350105,Lingfield (AW),1990-01-03,3210,GB
351992,Lingfield (AW),1990-01-03,2310,GB
355891,Sedgefield,1990-01-03,1880,GB
361046,Sedgefield,1990-01-03,2574,GB
362062,Ayr,1990-01-03,3955,GB
237017,Ayr,1990-01-03,5300,GB
247216,Ayr,1990-01-03,2950,GB
173401,Sedgefield,1990-01-03,3200,GB
108720,Lingfield (AW),1990-01-03,2020,GB
67786,Lingfield (AW),1990-01-03,2220,GB
80220,Lingfield (AW),1990-01-03,3270,GB
44154,Ayr,1990-01-03,2725,GB
180049,Ayr,1990-01-03,2875,GB
196539,Lingfield (AW),1990-01-03,2220,GB
278868,Thurles (IRE),1990-01-04,,IE
306165,Thurles (IRE),1990-01-04,,IE
333335,Nottingham,1990-01-04,2840,GB
350884,Lingfield (AW),1990-01-04,3300,GB
368590,Thurles (IRE),1990-01-04,,IE
371428,Lingfield (AW),1990-01-04,3030,GB
386023,Lingfield (AW),1990-01-04,3540,GB
258817,Thurles (IRE),1990-01-04,,IE
12356,Thurles (IRE),1990-01-04,,IE
34574,Lingfield (AW),1990-01-04,3781,GB
104001,Thurles (IRE),1990-01-04,,IE
66881,Nottingham,1990-01-04,4920,GB
51710,Nottingham,1990-01-04,6150,GB
185081,Nottingham,1990-01-04,3600,GB
186499,Nottingham,1990-01-04,2660,GB
192124,Lingfield (AW),1990-01-04,3120,GB
195367,Nottingham,1990-01-04,4920,GB
214260,Lingfield (AW),1990-01-04,3510,GB
278517,Southwell (AW),1990-01-05,2440,GB
280110,Haydock,1990-01-05,4860,GB
290580,Southwell (AW),1990-01-05,2120,GB
313504,Musselburgh,1990-01-05,2340,GB
330059,Musselburgh,1990-01-05,3080,GB
336888,Musselburgh,1990-01-05,2260,GB
338561,Folkestone,1990-01-05,1880,GB
339492,Haydock,1990-01-05,3025,GB
350987,Folkestone,1990-01-05,3615,GB
356320,Haydock,1990-01-05,3710,GB
229531,Southwell (AW),1990-01-05,2354,GB
239727,Folkestone,1990-01-05,1880,GB
253856,Musselburgh,1990-01-05,2940,GB
11533,Southwell (AW),1990-01-05,2464,GB
16161,Haydock,1990-01-05,4680,GB
36838,Folkestone,1990-01-05,2460,GB
61960,Musselburgh,1990-01-05,2375,GB
40573,Folkestone,1990-01-05,3488,GB
40688,Southwell (AW),1990-01-05,2220,GB
41720,Haydock,1990-01-05,5050,GB
49804,Haydock,1990-01-05,3278,GB
53723,Musselburgh,1990-01-05,2754,GB
56597,Southwell (AW),1990-01-05,2200,GB
193491,Musselburgh,1990-01-05,2140,GB
200729,Folkestone,1990-01-05,3720,GB
268655,Southwell (AW),1990-01-06,3150,GB
273737,Market Rasen,1990-01-06,3174,GB
274009,Naas (IRE),1990-01-06,,IE
301649,Haydock,1990-01-06,2883,GB
302486,Haydock,1990-01-06,10601,GB
319318,Haydock,1990-01-06,5500,GB
348469,Naas (IRE),1990-01-06,,IE
349917,Southwell (AW),1990-01-06,4027,GB
382626,Southwell (AW),1990-01-06,3510,GB
383818,Market Rasen,1990-01-06,6049,GB
387568,Sandown,1990-01-06,21800,GB
396914,Naas (IRE),1990-01-06,,IE
218875,Southwell (AW),1990-01-06,3180,GB
233874,Sandown,1990-01-06,11899,GB
241160,Naas (IRE),1990-01-06,,IE
260528,Market Rasen,1990-01-06,3751,GB
18256,Naas (IRE),1990-01-06,,IE
35061,Sandown,1990-01-06,8150,GB
37425,Haydock,1990-01-06,5499,GB
9571,Sandown,1990-01-06,4511,GB
103723,Sandown,1990-01-06,6520,GB
80905,Sandown,1990-01-06,5340,GB
89600,Southwell (AW),1990-01-06,3360,GB
90404,Naas (IRE),1990-01-06,,IE
96835,Southwell (AW),1990-01-06,3330,GB
54479,Market Rasen,1990-01-06,2760,GB
177575,Market Rasen,1990-01-06,4704,GB
197775,Haydock,1990-01-06,4769,GB
201613,Haydock,1990-01-06,2815,GB
206856,Market Rasen,1990-01-06,2460,GB
211645,Naas (IRE),1990-01-06,,IE
274127,Chepstow,1990-01-08,2580,GB
303358,Lingfield (AW),1990-01-08,2380,GB
305305,Lingfield (AW),1990-01-08,2375,GB
321328,Wolverhampton,1990-01-08,4064,GB
344921,Lingfield (AW),1990-01-08,2354,GB
364401,Wolverhampton,1990-01-08,2720,GB
364646,Wolverhampton,1990-01-08,3776,GB
377272,Chepstow,1990-01-08,2720,GB
222802,Lingfield (AW),1990-01-08,2120,GB
233033,Chepstow,1990-01-08,3329,GB
252682,Wolverhampton,1990-01-08,2600,GB
260118,Wolverhampton,1990-01-08,2520,GB
34311,Lingfield (AW),1990-01-08,2280,GB
101285,Chepstow,1990-01-08,4360,GB
109837,Wolverhampton,1990-01-08,4600,GB
82508,Lingfield (AW),1990-01-08,2280,GB
185878,Chepstow,1990-01-08,5951,GB
204666,Chepstow,1990-01-08,3600,GB
322803,Lingfield (AW),1990-01-09,3450,GB
346522,Leicester,1990-01-09,4736,GB
350133,Newton Abbot,1990-01-09,4580,GB
350144,Newton Abbot,1990-01-09,3340,GB
352310,Leicester,1990-01-09,4000,GB
361213,Newton Abbot,1990-01-09,3060,GB
365904,Lingfield (AW),1990-01-09,3150,GB
379220,Lingfield (AW),1990-01-09,3240,GB
215614,Newton Abbot,1990-01-09,2920,GB
221491,Leicester,1990-01-09,1880,GB
226539,Newton Abbot,1990-01-09,4740,GB
67989,Lingfield (AW),1990-01-09,3852,GB
71479,Newton Abbot,1990-01-09,2440,GB
86511,Leicester,1990-01-09,3060,GB
45155,Leicester,1990-01-09,4360,GB
179340,Lingfield (AW),1990-01-09,3480,GB
186480,Lingfield (AW),1990-01-09,3240,GB
201081,Leicester,1990-01-09,1880,GB
266747,Plumpton,1990-01-10,1880,GB
283622,Plumpton,1990-01-10,3330,GB
289215,Kelso,1990-01-10,3240,GB
293363,Kelso,1990-01-10,2160,GB
303920,Kelso,1990-01-10,2320,GB
306813,Southwell (AW),1990-01-10,2472,GB
323987,Punchestown (IRE),1990-01-10,,IE
325750,Southwell (AW),1990-01-10,2220,GB
328379,Kelso,1990-01-10,3248,GB
392823,Plumpton,1990-01-10,3584,GB
233100,Kelso,1990-01-10,2460,GB
238715,Southwell (AW),1990-01-10,2160,GB
240081,Kelso,1990-01-10,2340,GB
244650,Punchestown (IRE),1990-01-10,,IE
246328,Plumpton,1990-01-10,2943,GB
7189,Plumpton,1990-01-10,2440,GB
176776,Plumpton,1990-01-10,1880,GB
101303,Southwell (AW),1990-01-10,2375,GB
63065,Punchestown (IRE),1990-01-10,,IE
67384,Southwell (AW),1990-01-10,2160,GB
75450,Punchestown (IRE),1990-01-10,,IE
77634,Kelso,1990-01-10,3220,GB
45285,Southwell (AW),1990-01-10,2320,GB
52425,Punchestown (IRE),1990-01-10,,IE
192594,Punchestown (IRE),1990-01-10,,IE
194705,Punchestown (IRE),1990-01-10,,IE
211981,Kelso,1990-01-10,2553,GB
271549,Wincanton,1990-01-11,5500,GB
343502,Punchestown (IRE),1990-01-11,,IE
350036,Southwell (AW),1990-01-11,3240,GB
361031,Southwell (AW),1990-01-11,3150,GB
368925,Southwell (AW),1990-01-11,3877,GB
381912,Punchestown (IRE),1990-01-11,,IE
394824,Wincanton,1990-01-11,2680,GB
224285,Wincanton,1990-01-11,2660,GB
261068,Southwell (AW),1990-01-11,3600,GB
34519,Wincanton,1990-01-11,3300,GB
34775,Wincanton,1990-01-11,2720,GB
9961,Punchestown (IRE),1990-01-11,,IE
65732,Punchestown (IRE),1990-01-11,,IE
73238,Punchestown (IRE),1990-01-11,,IE
91818,Wincanton,1990-01-11,4000,GB
41513,Southwell (AW),1990-01-11,3540,GB
47528,Wincanton,1990-01-11,3455,GB
196834,Punchestown (IRE),1990-01-11,,IE
200167,Southwell (AW),1990-01-11,3810,GB
299436,Ascot,1990-01-12,17100,GB
317082,Musselburgh,1990-01-12,1880,GB
331006,Wetherby,1990-01-12,3025,GB
362477,Musselburgh,1990-01-12,2420,GB
367488,Wetherby,1990-01-12,2700,GB
375619,Musselburgh,1990-01-12,2943,GB
394336,Ascot,1990-01-12,4240,GB
400917,Lingfield (AW),1990-01-12,2080,GB
216976,Lingfield (AW),1990-01-12,2160,GB
219744,Musselburgh,1990-01-12,2220,GB
237510,Wetherby,1990-01-12,4129,GB
241200,Lingfield (AW),1990-01-12,2140,GB
250327,Ascot,1990-01-12,21960,GB
263931,Wetherby,1990-01-12,2560,GB
15534,Lingfield (AW),1990-01-12,2320,GB
9543,Ascot,1990-01-12,5080,GB
173916,Wetherby,1990-01-12,3300,GB
84373,Musselburgh,1990-01-12,3090,GB
84918,Wetherby,1990-01-12,4160,GB
89775,Lingfield (AW),1990-01-12,3120,GB
93407,Lingfield (AW),1990-01-12,2160,GB
93567,Wetherby,1990-01-12,2640,GB
94501,Ascot,1990-01-12,6240,GB
51938,Ascot,1990-01-12,15471,GB
179889,Musselburgh,1990-01-12,2200,GB
288307,Leopardstown (IRE),1990-01-13,,IE
304477,Newcastle,1990-01-13,5300,GB
316421,Lingfield (AW),1990-01-13,3060,GB
320959,Warwick,1990-01-13,4380,GB
322853,Lingfield (AW),1990-01-13,3600,GB
329178,Newcastle,1990-01-13,4400,GB
332113,Warwick,1990-01-13,6720,GB
340424,Market Rasen,1990-01-13,5951,GB
351508,Newcastle,1990-01-13,3696,GB
352446,Leopardstown (IRE),1990-01-13,,IE
352862,Warwick,1990-01-13,1880,GB
358130,Market Rasen,1990-01-13,2820,GB
358144,Warwick,1990-01-13,6480,GB
367256,Warwick,1990-01-13,4440,GB
373308,Market Rasen,1990-01-13,2875,GB
383286,Lingfield (AW),1990-01-13,3300,GB
383291,Ascot,1990-01-13,45751,GB
385404,Newcastle,1990-01-13,2400,GB
226076,Lingfield (AW),1990-01-13,3420,GB
231414,Ascot,1990-01-13,5040,GB
243622,Lingfield (AW),1990-01-13,4784,GB
249886,Newcastle,1990-01-13,3849,GB
25906,Lingfield (AW),1990-01-13,3888,GB
30772,Market Rasen,1990-01-13,3375,GB
175729,Warwick,1990-01-13,2540,GB
176445,Ascot,1990-01-13,11000,GB
72086,Leopardstown (IRE),1990-01-13,,IE
75765,Warwick,1990-01-13,2920,GB
78911,Market Rasen,1990-01-13,2760,GB
80730,Leopardstown (IRE),1990-01-13,,IE
85445,Newcastle,1990-01-13,3480,GB
87932,Market Rasen,1990-01-13,2600,GB
45972,Leopardstown (IRE),1990-01-13,,IE
183736,Leopardstown (IRE),1990-01-13,,IE
187424,Ascot,1990-01-13,5000,GB
201370,Newcastle,1990-01-13,2520,GB
206089,Leopardstown (IRE),1990-01-13,,IE
208268,Market Rasen,1990-01-13,4860,GB
208425,Ascot,1990-01-13,6200,GB
210492,Ascot,1990-01-13,12720,GB
281295,Fontwell,1990-01-15,5849,GB
288493,Carlisle,1990-01-15,2380,GB
313406,Fontwell,1990-01-15,1880,GB
328571,Southwell (AW),1990-01-15,2280,GB
329448,Southwell (AW),1990-01-15,2500,GB
344347,Carlisle,1990-01-15,3780,GB
349096,Fontwell,1990-01-15,2684,GB
351321,Southwell (AW),1990-01-15,2300,GB
364827,Carlisle,1990-01-15,2600,GB
376138,Carlisle,1990-01-15,3380,GB
227130,Southwell (AW),1990-01-15,2375,GB
232324,Southwell (AW),1990-01-15,2160,GB
22784,Carlisle,1990-01-15,2620,GB
73399,Southwell (AW),1990-01-15,2507,GB
76740,Fontwell,1990-01-15,3050,GB
86292,Carlisle,1990-01-15,3900,GB
46550,Fontwell,1990-01-15,2440,GB
185374,Fontwell,1990-01-15,3630,GB
302213,Southwell (AW),1990-01-16,3480,GB
329151,Folkestone,1990-01-16,3000,GB
332435,Worcester,1990-01-16,2600,GB
334019,Folkestone,1990-01-16,2862,GB
336442,Worcester,1990-01-16,4680,GB
355043,Folkestone,1990-01-16,4800,GB
364923,Southwell (AW),1990-01-16,3842,GB
390156,Sedgefield,1990-01-16,2400,GB
215145,Worcester,1990-01-16,3648,GB
218903,Folkestone,1990-01-16,3456,GB
219749,Southwell (AW),1990-01-16,3774,GB
220124,Worcester,1990-01-16,2600,GB
249701,Sedgefield,1990-01-16,2500,GB
260695,Southwell (AW),1990-01-16,3030,GB
17557,Folkestone,1990-01-16,1880,GB
176835,Worcester,1990-01-16,2691,GB
63242,Sedgefield,1990-01-16,2916,GB
70482,Southwell (AW),1990-01-16,3330,GB
73323,Sedgefield,1990-01-16,3640,GB
88582,Sedgefield,1990-01-16,3276,GB
95976,Sedgefield,1990-01-16,1880,GB
44897,Sedgefield,1990-01-16,2508,GB
178637,Folkestone,1990-01-16,4711,GB
193097,Southwell (AW),1990-01-16,3750,GB
193791,Folkestone,1990-01-16,2300,GB
204417,Worcester,1990-01-16,3420,GB
271907,Ludlow,1990-01-17,1880,GB
305662,Lingfield (AW),1990-01-17,3240,GB
317617,Lingfield (AW),1990-01-17,2400,GB
339495,Lingfield (AW),1990-01-17,2280,GB
350711,Windsor,1990-01-17,2952,GB
358645,Windsor,1990-01-17,3672,GB
374493,Ludlow,1990-01-17,4580,GB
378589,Windsor,1990-01-17,2600,GB
228268,Ludlow,1990-01-17,3060,GB
231572,Windsor,1990-01-17,3809,GB
236410,Ludlow,1990-01-17,2580,GB
256600,Lingfield (AW),1990-01-17,2443,GB
30539,Lingfield (AW),1990-01-17,2180,GB
69418,Ludlow,1990-01-17,3120,GB
75572,Ludlow,1990-01-17,2860,GB
46148,Lingfield (AW),1990-01-17,2240,GB
48341,Windsor,1990-01-17,4095,GB
186637,Ludlow,1990-01-17,5060,GB
205151,Windsor,1990-01-17,2440,GB
304337,Gowran Park (IRE),1990-01-18,,IE
305293,Lingfield (AW),1990-01-18,3330,GB
320239,Gowran Park (IRE),1990-01-18,,IE
335705,Lingfield (AW),1990-01-18,3300,GB
355047,Lingfield (AW),1990-01-18,4400,GB
374604,Gowran Park (IRE),1990-01-18,,IE
383273,Gowran Park (IRE),1990-01-18,,IE
229706,Newton Abbot,1990-01-18,2220,GB
238268,Newton Abbot,1990-01-18,2900,GB
242105,Lingfield (AW),1990-01-18,3390,GB
247272,Newton Abbot,1990-01-18,2300,GB
38118,Gowran Park (IRE),1990-01-18,,IE
5340,Newton Abbot,1990-01-18,2200,GB
5933,Lingfield (AW),1990-01-18,3743,GB
173448,Newton Abbot,1990-01-18,4360,GB
71591,Gowran Park (IRE),1990-01-18,,IE
46012,Newton Abbot,1990-01-18,3500,GB
197542,Gowran Park (IRE),1990-01-18,,IE
201994,Lingfield (AW),1990-01-18,3210,GB
273252,Kempton,1990-01-19,2540,GB
285926,Towcester,1990-01-19,2380,GB
292365,Kempton,1990-01-19,4840,GB
313179,Southwell (AW),1990-01-19,2080,GB
327034,Towcester,1990-01-19,2960,GB
327376,Catterick,1990-01-19,2508,GB
341001,Southwell (AW),1990-01-19,2440,GB
353066,Southwell (AW),1990-01-19,2333,GB
362444,Kempton,1990-01-19,3340,GB
374574,Towcester,1990-01-19,3904,GB
387773,Towcester,1990-01-19,4200,GB
388757,Kempton,1990-01-19,5380,GB
396346,Catterick,1990-01-19,3050,GB
399342,Towcester,1990-01-19,2600,GB
245890,Catterick,1990-01-19,3240,GB
247967,Southwell (AW),1990-01-19,2392,GB
250654,Kempton,1990-01-19,4960,GB
263927,Catterick,1990-01-19,3387,GB
13892,Kempton,1990-01-19,2880,GB
9969,Towcester,1990-01-19,3160,GB
174288,Catterick,1990-01-19,2200,GB
103754,Towcester,1990-01-19,3630,GB
75328,Southwell (AW),1990-01-19,2247,GB
206075,Southwell (AW),1990-01-19,2000,GB
210157,Catterick,1990-01-19,1880,GB
276734,Kempton,1990-01-20,5400,GB
291907,Kempton,1990-01-20,5400,GB
298087,Navan (IRE),1990-01-20,,IE
302467,Catterick,1990-01-20,1880,GB
304420,Navan (IRE),1990-01-20,,IE
317881,Kempton,1990-01-20,12360,GB
318334,Navan (IRE),1990-01-20,,IE
329457,Warwick,1990-01-20,4200,GB
350155,Kempton,1990-01-20,3660,GB
360352,Warwick,1990-01-20,4165,GB
371826,Kempton,1990-01-20,22769,GB
376284,Warwick,1990-01-20,4200,GB
379030,Haydock,1990-01-20,4280,GB
227707,Southwell (AW),1990-01-20,3330,GB
236193,Warwick,1990-01-20,9440,GB
237793,Haydock,1990-01-20,2443,GB
240057,Catterick,1990-01-20,3330,GB
247523,Catterick,1990-01-20,2640,GB
249950,Haydock,1990-01-20,5050,GB
255825,Catterick,1990-01-20,2620,GB
1282,Warwick,1990-01-20,1880,GB
17931,Navan (IRE),1990-01-20,,IE
37151,Southwell (AW),1990-01-20,3774,GB
174756,Warwick,1990-01-20,5751,GB
63327,Navan (IRE),1990-01-20,,IE
69692,Catterick,1990-01-20,3240,GB
69935,Southwell (AW),1990-01-20,3840,GB
74194,Southwell (AW),1990-01-20,3120,GB
88746,Navan (IRE),1990-01-20,,IE
94880,Catterick,1990-01-20,3192,GB
40286,Southwell (AW),1990-01-20,3944,GB
47016,Catterick,1990-01-20,2485,GB
52380,Southwell (AW),1990-01-20,3330,GB
56449,Warwick,1990-01-20,5775,GB
185014,Kempton,1990-01-20,5600,GB
190044,Navan (IRE),1990-01-20,,IE
191639,Haydock,1990-01-20,15600,GB
211410,Haydock,1990-01-20,25400,GB
213315,Haydock,1990-01-20,15800,GB
289776,Musselburgh,1990-01-22,2160,GB
302000,Leicester,1990-01-22,5000,GB
302458,Lingfield (AW),1990-01-22,2100,GB
306180,Leicester,1990-01-22,1880,GB
319971,Leicester,1990-01-22,2500,GB
348557,Lingfield (AW),1990-01-22,2320,GB
367444,Leicester,1990-01-22,3904,GB
367628,Musselburgh,1990-01-22,2160,GB
374266,Musselburgh,1990-01-22,3132,GB
390413,Leicester,1990-01-22,3197,GB
223302,Musselburgh,1990-01-22,3168,GB
227533,Lingfield (AW),1990-01-22,2280,GB
260310,Musselburgh,1990-01-22,3052,GB
12539,Lingfield (AW),1990-01-22,2725,GB
101041,Lingfield (AW),1990-01-22,2520,GB
65237,Leicester,1990-01-22,2040,GB
188967,Leicester,1990-01-22,3936,GB
192944,Musselburgh,1990-01-22,2380,GB
193241,Lingfield (AW),1990-01-22,2220,GB
206010,Musselburgh,1990-01-22,2160,GB
291144,Chepstow,1990-01-23,2380,GB
315363,Nottingham,1990-01-23,3450,GB
325318,Chepstow,1990-01-23,3960,GB
342001,Chepstow,1990-01-23,2380,GB
346902,Nottingham,1990-01-23,2460,GB
382975,Chepstow,1990-01-23,4560,GB
387490,Nottingham,1990-01-23,2460,GB
395853,Lingfield (AW),1990-01-23,3510,GB
218003,Lingfield (AW),1990-01-23,3708,GB
222477,Chepstow,1990-01-23,2420,GB
225045,Chepstow,1990-01-23,6049,GB
242154,Nottingham,1990-01-23,5240,GB
263001,Chepstow,1990-01-23,4831,GB
24052,Lingfield (AW),1990-01-23,4830,GB
36188,Lingfield (AW),1990-01-23,3300,GB
79395,Lingfield (AW),1990-01-23,3210,GB
95345,Nottingham,1990-01-23,4360,GB
45384,Lingfield (AW),1990-01-23,3180,GB
189957,Lingfield (AW),1990-01-23,3210,GB
276695,Southwell (AW),1990-01-24,2240,GB
290191,Sedgefield,1990-01-24,3074,GB
299618,Wolverhampton,1990-01-24,2720,GB
302505,Sedgefield,1990-01-24,2500,GB
310441,Wolverhampton,1990-01-24,4320,GB
311455,Sedgefield,1990-01-24,3276,GB
320987,Wolverhampton,1990-01-24,2740,GB
323249,Southwell (AW),1990-01-24,2240,GB
325016,Southwell (AW),1990-01-24,2340,GB
336643,Southwell (AW),1990-01-24,2180,GB
353183,Wolverhampton,1990-01-24,5160,GB
377026,Sedgefield,1990-01-24,1880,GB
14033,Wolverhampton,1990-01-24,3936,GB
104413,Sedgefield,1990-01-24,2850,GB
106011,Southwell (AW),1990-01-24,2500,GB
62053,Sedgefield,1990-01-24,2943,GB
70861,Southwell (AW),1990-01-24,2360,GB
194905,Wolverhampton,1990-01-24,3815,GB
369238,Southwell (AW),1990-01-25,3420,GB
372586,Southwell (AW),1990-01-25,3390,GB
237091,Southwell (AW),1990-01-25,3420,GB
103021,Southwell (AW),1990-01-25,3330,GB
61376,Southwell (AW),1990-01-25,3660,GB
63658,Southwell (AW),1990-01-25,3120,GB
266775,Wincanton,1990-01-26,2815,GB
286815,Fairyhouse (IRE),1990-01-26,,IE
292901,Fairyhouse (IRE),1990-01-26,,IE
314880,Doncaster,1990-01-26,2220,GB
324957,Wincanton,1990-01-26,4240,GB
341235,Wincanton,1990-01-26,2720,GB
357176,Fairyhouse (IRE),1990-01-26,,IE
358037,Wincanton,1990-01-26,3690,GB
224379,Wincanton,1990-01-26,4111,GB
247388,Doncaster,1990-01-26,3540,GB
251594,Fairyhouse (IRE),1990-01-26,,IE
261682,Doncaster,1990-01-26,3391,GB
18676,Doncaster,1990-01-26,4280,GB
928,Fairyhouse (IRE),1990-01-26,,IE
79579,Fairyhouse (IRE),1990-01-26,,IE
87037,Wincanton,1990-01-26,3348,GB
184660,Doncaster,1990-01-26,10324,GB
191830,Doncaster,1990-01-26,2500,GB
264830,Cheltenham,1990-01-27,8160,GB
296012,Cheltenham,1990-01-27,8480,GB
298190,Naas (IRE),1990-01-27,,IE
303197,Cheltenham,1990-01-27,15225,GB
317186,Ayr,1990-01-27,3510,GB
347028,Cheltenham,1990-01-27,4400,GB
351297,Lingfield (AW),1990-01-27,3330,GB
366796,Naas (IRE),1990-01-27,,IE
370379,Ayr,1990-01-27,2925,GB
371575,Lingfield (AW),1990-01-27,4922,GB
394078,Doncaster,1990-01-27,3810,GB
222125,Ayr,1990-01-27,15400,GB
230830,Lingfield (AW),1990-01-27,3360,GB
243050,Naas (IRE),1990-01-27,,IE
23101,Doncaster,1990-01-27,3751,GB
33563,Cheltenham,1990-01-27,10601,GB
7161,Ayr,1990-01-27,5100,GB
174205,Naas (IRE),1990-01-27,,IE
175277,Doncaster,1990-01-27,4140,GB
175690,Naas (IRE),1990-01-27,,IE
103538,Doncaster,1990-01-27,7560,GB
104887,Lingfield (AW),1990-01-27,3060,GB
66214,Doncaster,1990-01-27,3690,GB
68533,Ayr,1990-01-27,3815,GB
72597,Doncaster,1990-01-27,24151,GB
77719,Ayr,1990-01-27,3180,GB
88005,Naas (IRE),1990-01-27,,IE
96271,Lingfield (AW),1990-01-27,3360,GB
50080,Cheltenham,1990-01-27,30600,GB
183570,Ayr,1990-01-27,4025,GB
190456,Ayr,1990-01-27,3275,GB
201995,Lingfield (AW),1990-01-27,3270,GB
314118,Southwell (AW),1990-01-29,2200,GB
320698,Plumpton,1990-01-29,3420,GB
385763,Southwell (AW),1990-01-29,2460,GB
390681,Plumpton,1990-01-29,3080,GB
220478,Southwell (AW),1990-01-29,2080,GB
240939,Plumpton,1990-01-29,3150,GB
15809,Southwell (AW),1990-01-29,2120,GB
24349,Plumpton,1990-01-29,3920,GB
61835,Southwell (AW),1990-01-29,2300,GB
74741,Plumpton,1990-01-29,2400,GB
59309,Southwell (AW),1990-01-29,2260,GB
178458,Plumpton,1990-01-29,1880,GB
277287,Southwell (AW),1990-01-30,3240,GB
291450,Leicester,1990-01-30,4768,GB
324604,Southwell (AW),1990-01-30,3180,GB
393445,Southwell (AW),1990-01-30,3540,GB
224058,Southwell (AW),1990-01-30,3390,GB
231345,Leicester,1990-01-30,6000,GB
242080,Southwell (AW),1990-01-30,3330,GB
5652,Leicester,1990-01-30,3020,GB
108989,Leicester,1990-01-30,4720,GB
95192,Leicester,1990-01-30,2800,GB
202839,Leicester,1990-01-30,2520,GB
204264,Southwell (AW),1990-01-30,3210,GB
274282,Naas (IRE),1990-01-31,,IE
293102,Lingfield (AW),1990-01-31,2200,GB
295123,Windsor,1990-01-31,2680,GB
297281,Windsor,1990-01-31,3268,GB
306740,Windsor,1990-01-31,3750,GB
307411,Lingfield (AW),1990-01-31,2200,GB
333958,Lingfield (AW),1990-01-31,2160,GB
383417,Naas (IRE),1990-01-31,,IE
223892,Naas (IRE),1990-01-31,,IE
230980,Lingfield (AW),1990-01-31,2100,GB
232986,Naas (IRE),1990-01-31,,IE
243606,Lingfield (AW),1990-01-31,2650,GB
251300,Windsor,1990-01-31,2620,GB
32705,Naas (IRE),1990-01-31,,IE
100482,Naas (IRE),1990-01-31,,IE
100575,Windsor,1990-01-31,4488,GB
74476,Windsor,1990-01-31,4020,GB
40852,Lingfield (AW),1990-01-31,2320,GB
50214,Windsor,1990-01-31,2680,GB
180906,Naas (IRE),1990-01-31,,IE
267008,Lingfield (AW),1990-02-01,3210,GB
330496,Lingfield (AW),1990-02-01,3270,GB
346800,Towcester,1990-02-01,4260,GB
352978,Towcester,1990-02-01,3690,GB
381193,Towcester,1990-02-01,2720,GB
