rid,course,date,prize,countryCode
124399,Chantilly (FR),2017-10-11,23077,FR
124983,Nottingham,2017-10-11,7870,GB
132561,Nottingham,2017-10-11,4917,GB
133686,Chantilly (FR),2017-10-11,16240,FR
134134,Happy Valley (HK),2017-10-11,91954,HK
134701,Chantilly (FR),2017-10-11,19659,FR
135007,Ludlow,2017-10-11,5902,GB
138148,Towcester,2017-10-11,4918,GB
139496,Nottingham,2017-10-11,14757,GB
140689,Nottingham,2017-10-11,7870,GB
145406,Gowran Park (IRE),2017-10-11,15758,IE
145663,Nottingham,2017-10-11,4917,GB
147098,Kempton (AW),2017-10-11,7132,GB
151232,Kempton (AW),2017-10-11,3935,GB
153378,Kempton (AW),2017-10-11,4917,GB
157239,Nottingham,2017-10-11,4917,GB
157516,Gowran Park (IRE),2017-10-11,9550,IE
158178,Towcester,2017-10-11,7869,GB
158362,Kempton (AW),2017-10-11,3935,GB
158725,Kempton (AW),2017-10-11,7132,GB
160630,Chantilly (FR),2017-10-11,29914,FR
161603,Towcester,2017-10-11,9837,GB
162282,Ludlow,2017-10-11,19674,GB
162555,Gowran Park (IRE),2017-10-11,10505,IE
164778,Kempton (AW),2017-10-11,3935,GB
167170,Keeneland (USA),2017-10-11,121955,US
167997,Towcester,2017-10-11,6887,GB
169310,Gowran Park (IRE),2017-10-11,11460,IE
170100,Happy Valley (HK),2017-10-11,68965,HK
170487,Towcester,2017-10-11,3935,GB
170898,Ludlow,2017-10-11,5902,GB
62394,Kempton (AW),2017-10-11,4917,GB
66571,Ludlow,2017-10-11,13610,GB
66910,Chantilly (FR),2017-10-11,23077,FR
72104,Happy Valley (HK),2017-10-11,91954,HK
74231,Gowran Park (IRE),2017-10-11,9550,IE
74674,Happy Valley (HK),2017-10-11,91954,HK
75542,Ludlow,2017-10-11,7869,GB
96622,Nottingham,2017-10-11,4917,GB
41229,Gowran Park (IRE),2017-10-11,11460,IE
43168,Gowran Park (IRE),2017-10-11,10505,IE
48547,Ludlow,2017-10-11,8853,GB
52407,Chantilly (FR),2017-10-11,23077,FR
57161,Gowran Park (IRE),2017-10-11,11460,IE
14967,Exeter,2017-10-12,9837,GB
22461,Worcester,2017-10-12,5115,GB
34223,Thurles (IRE),2017-10-12,14325,IE
5550,Thurles (IRE),2017-10-12,10505,IE
110544,Ayr,2017-10-12,8853,GB
118346,Thurles (IRE),2017-10-12,9550,IE
121625,Exeter,2017-10-12,5902,GB
123845,Worcester,2017-10-12,6886,GB
124946,Exeter,2017-10-12,5902,GB
126433,Worcester,2017-10-12,5115,GB
132659,Ayr,2017-10-12,3935,GB
133500,Ayr,2017-10-12,3935,GB
136939,Chelmsford (AW),2017-10-12,4917,GB
138598,Worcester,2017-10-12,2433,GB
141087,Ayr,2017-10-12,3935,GB
144919,Ayr,2017-10-12,9837,GB
146028,Exeter,2017-10-12,5902,GB
146049,Exeter,2017-10-12,5902,GB
149811,Mombetsu (JPN),2017-10-12,207612,JP
152717,Thurles (IRE),2017-10-12,9550,IE
154431,Chelmsford (AW),2017-10-12,6886,GB
154959,Chelmsford (AW),2017-10-12,14757,GB
160519,Chelmsford (AW),2017-10-12,7870,GB
160809,Exeter,2017-10-12,7379,GB
161899,Worcester,2017-10-12,6493,GB
163646,Chelmsford (AW),2017-10-12,4917,GB
165857,Chelmsford (AW),2017-10-12,6886,GB
167265,Thurles (IRE),2017-10-12,11460,IE
167792,Chelmsford (AW),2017-10-12,4917,GB
171454,Worcester,2017-10-12,4203,GB
106064,Worcester,2017-10-12,2557,GB
108024,Worcester,2017-10-12,5044,GB
65485,Thurles (IRE),2017-10-12,9550,IE
83353,Ayr,2017-10-12,5902,GB
87202,Thurles (IRE),2017-10-12,11460,IE
93584,Thurles (IRE),2017-10-12,10505,IE
96141,Chelmsford (AW),2017-10-12,6886,GB
99020,Exeter,2017-10-12,4427,GB
45582,Ayr,2017-10-12,8853,GB
10703,York,2017-10-13,19674,GB
1160,Kempton (AW),2017-10-13,7132,GB
16548,Newton Abbot,2017-10-13,24149,GB
19542,Downpatrick (IRE),2017-10-13,9550,IE
26768,Kempton (AW),2017-10-13,7132,GB
6825,York,2017-10-13,14757,GB
114437,Maisons-Laffitte (FR),2017-10-13,13676,FR
114643,Kempton (AW),2017-10-13,4917,GB
117069,York,2017-10-13,29511,GB
117169,Downpatrick (IRE),2017-10-13,9550,IE
118655,Newton Abbot,2017-10-13,6887,GB
119467,Dundalk (AW) (IRE),2017-10-13,15280,IE
122775,Newton Abbot,2017-10-13,6887,GB
122993,Dundalk (AW) (IRE),2017-10-13,10505,IE
123473,Downpatrick (IRE),2017-10-13,10505,IE
129032,York,2017-10-13,11804,GB
129052,Maisons-Laffitte (FR),2017-10-13,47008,FR
129102,Dundalk (AW) (IRE),2017-10-13,10505,IE
131730,Downpatrick (IRE),2017-10-13,13470,IE
131997,Newmarket,2017-10-13,59022,GB
132398,Kempton (AW),2017-10-13,4917,GB
137083,Newton Abbot,2017-10-13,7379,GB
137624,Maisons-Laffitte (FR),2017-10-13,19659,FR
141856,Maisons-Laffitte (FR),2017-10-13,16240,FR
142554,Dundalk (AW) (IRE),2017-10-13,12415,IE
142835,Kempton (AW),2017-10-13,7132,GB
144361,Dundalk (AW) (IRE),2017-10-13,17190,IE
144886,Newton Abbot,2017-10-13,11312,GB
145076,Maisons-Laffitte (FR),2017-10-13,145341,FR
146393,Newmarket,2017-10-13,558249,GB
146948,Kempton (AW),2017-10-13,4917,GB
147403,York,2017-10-13,98370,GB
149978,Dundalk (AW) (IRE),2017-10-13,10982,IE
150109,Maisons-Laffitte (FR),2017-10-13,17948,FR
151618,York,2017-10-13,11804,GB
153742,Dundalk (AW) (IRE),2017-10-13,15280,IE
155539,Downpatrick (IRE),2017-10-13,10505,IE
155987,Newmarket,2017-10-13,118044,GB
157012,Maisons-Laffitte (FR),2017-10-13,22221,FR
157147,Downpatrick (IRE),2017-10-13,13370,IE
158860,York,2017-10-13,11804,GB
159195,Newmarket,2017-10-13,59022,GB
161748,Keeneland (USA),2017-10-13,81303,US
161816,Maisons-Laffitte (FR),2017-10-13,19659,FR
169757,Newton Abbot,2017-10-13,3442,GB
170211,Kempton (AW),2017-10-13,2952,GB
100926,Kempton (AW),2017-10-13,3935,GB
63326,Downpatrick (IRE),2017-10-13,11460,IE
73664,Newmarket,2017-10-13,118044,GB
83288,Newmarket,2017-10-13,39348,GB
84720,Newton Abbot,2017-10-13,29066,GB
88571,Newmarket,2017-10-13,9837,GB
91044,Dundalk (AW) (IRE),2017-10-13,41850,IE
1656,Sha Tin (HK),2017-10-14,194358,HK
17636,Chepstow,2017-10-14,5902,GB
32973,Chepstow,2017-10-14,19674,GB
35066,Randwick (AUS),2017-10-14,287427,AU
9242,Keeneland (USA),2017-10-14,406503,US
110897,Newmarket,2017-10-14,245925,GB
111190,Hexham,2017-10-14,5902,GB
112022,Kempton (AW),2017-10-14,3935,GB
112199,Auteuil (FR),2017-10-14,47008,FR
112552,Chepstow,2017-10-14,24592,GB
113134,York,2017-10-14,98370,GB
114081,Auteuil (FR),2017-10-14,149573,FR
115393,Hexham,2017-10-14,7870,GB
116853,Sha Tin (HK),2017-10-14,68965,HK
118996,Randwick (AUS),2017-10-14,5789472,AU
119636,Newmarket,2017-10-14,59022,GB
127051,Chepstow,2017-10-14,49185,GB
127728,Cork (IRE),2017-10-14,42300,IE
129597,Cork (IRE),2017-10-14,10028,IE
133168,Kempton (AW),2017-10-14,18691,GB
133768,Sha Tin (HK),2017-10-14,91954,HK
133839,Caulfield (AUS),2017-10-14,70470,AU
134414,Kempton (AW),2017-10-14,3935,GB
135347,York,2017-10-14,14757,GB
135629,Cork (IRE),2017-10-14,17190,IE
135659,Newmarket,2017-10-14,59022,GB
137224,Auteuil (FR),2017-10-14,115385,FR
138690,Caulfield (AUS),2017-10-14,294007,AU
139650,Sha Tin (HK),2017-10-14,136886,HK
141202,York,2017-10-14,34431,GB
141568,Caulfield (AUS),2017-10-14,1174562,AU
143765,Kempton (AW),2017-10-14,4917,GB
144327,Kempton (AW),2017-10-14,3935,GB
144752,Caulfield (AUS),2017-10-14,586404,AU
145981,Sha Tin (HK),2017-10-14,194358,HK
146119,Newmarket,2017-10-14,39348,GB
146462,Sha Tin (HK),2017-10-14,91954,HK
147969,Sha Tin (HK),2017-10-14,91954,HK
148716,Caulfield (AUS),2017-10-14,88156,AU
149094,Caulfield (AUS),2017-10-14,234502,AU
149876,Auteuil (FR),2017-10-14,89745,FR
150930,Cork (IRE),2017-10-14,12415,IE
153292,Caulfield (AUS),2017-10-14,70470,AU
154757,Hexham,2017-10-14,4918,GB
158033,San Isidro (ARG),2017-10-14,99541,ARG
158273,Caulfield (AUS),2017-10-14,294153,AU
159321,Cork (IRE),2017-10-14,11460,IE
161821,Auteuil (FR),2017-10-14,72650,FR
162265,York,2017-10-14,14757,GB
162338,York,2017-10-14,34431,GB
162866,Belmont Park (USA),2017-10-14,162602,US
164246,Auteuil (FR),2017-10-14,45299,FR
164273,Auteuil (FR),2017-10-14,41025,FR
164494,Chepstow,2017-10-14,5902,GB
164977,Tokyo (JPN),2017-10-14,735363,JP
165367,Auteuil (FR),2017-10-14,47008,FR
166018,Newmarket,2017-10-14,39348,GB
167182,Sha Tin (HK),2017-10-14,136886,HK
167534,Chepstow,2017-10-14,29511,GB
168095,Hexham,2017-10-14,6887,GB
168097,Caulfield (AUS),2017-10-14,88156,AU
168966,Cork (IRE),2017-10-14,23750,IE
170344,San Isidro (ARG),2017-10-14,76570,ARG
170669,York,2017-10-14,14757,GB
170706,Sha Tin (HK),2017-10-14,136886,HK
170903,York,2017-10-14,49185,GB
171289,Kempton (AW),2017-10-14,3935,GB
63067,Hexham,2017-10-14,9837,GB
64627,San Isidro (ARG),2017-10-14,255232,ARG
65820,Sha Tin (HK),2017-10-14,91954,HK
65960,Caulfield (AUS),2017-10-14,234502,AU
67312,Newmarket,2017-10-14,491850,GB
69346,Chepstow,2017-10-14,5902,GB
82084,Randwick (AUS),2017-10-14,287135,AU
93755,Belmont Park (USA),2017-10-14,119513,US
96978,Cork (IRE),2017-10-14,17190,IE
42504,Newmarket,2017-10-14,29511,GB
55265,Hexham,2017-10-14,3344,GB
57186,Hexham,2017-10-14,4918,GB
10244,Woodbine (CAN),2017-10-15,482410,CAN
28780,San Siro (ITY),2017-10-15,53846,IT
34675,Cork (IRE),2017-10-15,19100,IE
7383,Cologne (GER),2017-10-15,132479,GER
110786,Chepstow,2017-10-15,34430,GB
111238,Woodbine (CAN),2017-10-15,169878,CAN
112913,Chantilly (FR),2017-10-15,44444,FR
113514,Chepstow,2017-10-15,4918,GB
113863,Chantilly (FR),2017-10-15,44444,FR
116197,Naas (IRE),2017-10-15,16712,IE
118172,Chepstow,2017-10-15,4918,GB
118560,Naas (IRE),2017-10-15,54050,IE
118809,Cologne (GER),2017-10-15,21368,GER
119456,Cork (IRE),2017-10-15,47000,IE
119966,Chepstow,2017-10-15,29511,GB
124424,Naas (IRE),2017-10-15,47000,IE
125427,Goodwood,2017-10-15,9837,GB
125589,Chantilly (FR),2017-10-15,23077,FR
128014,Cork (IRE),2017-10-15,11938,IE
130237,Chantilly (FR),2017-10-15,47008,FR
131818,Goodwood,2017-10-15,24591,GB
132800,Woodbine (CAN),2017-10-15,89096,CAN
133627,Chantilly (FR),2017-10-15,23932,FR
135911,Goodwood,2017-10-15,14757,GB
141272,Goodwood,2017-10-15,6886,GB
142592,Chepstow,2017-10-15,34429,GB
148849,Chantilly (FR),2017-10-15,22221,FR
151894,Goodwood,2017-10-15,9837,GB
151977,Belmont Park (USA),2017-10-15,119513,US
153086,Naas (IRE),2017-10-15,10505,IE
153382,San Siro (ITY),2017-10-15,50000,IT
154851,Naas (IRE),2017-10-15,23750,IE
156436,Naas (IRE),2017-10-15,15758,IE
158021,Chepstow,2017-10-15,9837,GB
168425,Goodwood,2017-10-15,9837,GB
168539,Naas (IRE),2017-10-15,112800,IE
170098,Chepstow,2017-10-15,7869,GB
170162,Chepstow,2017-10-15,19674,GB
79878,Cork (IRE),2017-10-15,11460,IE
81159,Cork (IRE),2017-10-15,10505,IE
92689,Naas (IRE),2017-10-15,54050,IE
93291,Cork (IRE),2017-10-15,16235,IE
93822,Cranbourne (AUS),2017-10-15,175439,AU
94465,Chantilly (FR),2017-10-15,107222,FR
94662,Chantilly (FR),2017-10-15,16240,FR
96422,Goodwood,2017-10-15,9837,GB
99470,San Siro (ITY),2017-10-15,106154,IT
52973,Cork (IRE),2017-10-15,19950,IE
55501,Woodbine (CAN),2017-10-15,301205,CAN
59364,Kyoto (JPN),2017-10-15,1250242,JP
11169,Musselburgh,2017-10-16,19674,GB
14081,Windsor,2017-10-16,4426,GB
112530,Yarmouth,2017-10-16,7083,GB
115075,Windsor,2017-10-16,4426,GB
117630,Windsor,2017-10-16,7132,GB
125472,Yarmouth,2017-10-16,3443,GB
128589,Palermo (ARG),2017-10-16,104136,ARG
130408,Windsor,2017-10-16,4426,GB
130922,Windsor,2017-10-16,7132,GB
131427,Yarmouth,2017-10-16,3443,GB
132237,Yarmouth,2017-10-16,39348,GB
141236,Windsor,2017-10-16,4426,GB
143606,Windsor,2017-10-16,7131,GB
144134,Windsor,2017-10-16,4426,GB
146043,Musselburgh,2017-10-16,4814,GB
148845,Musselburgh,2017-10-16,4917,GB
152603,Yarmouth,2017-10-16,3443,GB
152655,Yarmouth,2017-10-16,4426,GB
152907,Musselburgh,2017-10-16,19674,GB
153704,Yarmouth,2017-10-16,3443,GB
155994,Musselburgh,2017-10-16,4919,GB
157669,Yarmouth,2017-10-16,6886,GB
163868,Musselburgh,2017-10-16,4917,GB
166955,Yarmouth,2017-10-16,4426,GB
170431,Musselburgh,2017-10-16,4917,GB
68331,Musselburgh,2017-10-16,4917,GB
85483,Clairefontaine (FR),2017-10-16,23932,FR
13762,Deauville (FR),2017-10-17,15384,FR
15937,Huntingdon,2017-10-17,5902,GB
27139,Deauville (FR),2017-10-17,47008,FR
39633,Leicester,2017-10-17,7870,GB
110414,Huntingdon,2017-10-17,9837,GB
110476,Deauville (FR),2017-10-17,44444,FR
111734,Worcester,2017-10-17,6886,GB
112332,Leicester,2017-10-17,5902,GB
113998,Worcester,2017-10-17,14755,GB
116116,Worcester,2017-10-17,4918,GB
118006,Kempton (AW),2017-10-17,3935,GB
119212,Kempton (AW),2017-10-17,4917,GB
121276,Kempton (AW),2017-10-17,3935,GB
121621,Leicester,2017-10-17,24593,GB
122799,Huntingdon,2017-10-17,5902,GB
123667,Kempton (AW),2017-10-17,3935,GB
126682,Huntingdon,2017-10-17,5902,GB
132330,Deauville (FR),2017-10-17,19658,FR
139890,Leicester,2017-10-17,9837,GB
140330,Kempton (AW),2017-10-17,4917,GB
142143,Kempton (AW),2017-10-17,3935,GB
147007,Fontainebleau (FR),2017-10-17,18803,FR
149293,Worcester,2017-10-17,9837,GB
161336,Leicester,2017-10-17,4917,GB
161828,Kempton (AW),2017-10-17,11314,GB
161982,Deauville (FR),2017-10-17,20513,FR
166667,Deauville (FR),2017-10-17,17094,FR
166699,Worcester,2017-10-17,19674,GB
166875,Deauville (FR),2017-10-17,22221,FR
168014,Worcester,2017-10-17,6886,GB
169838,Deauville (FR),2017-10-17,23932,FR
171408,Huntingdon,2017-10-17,5410,GB
172390,Kempton (AW),2017-10-17,4917,GB
172656,Leicester,2017-10-17,24591,GB
100570,Leicester,2017-10-17,4917,GB
63394,Leicester,2017-10-17,5902,GB
69113,Deauville (FR),2017-10-17,19659,FR
81917,Huntingdon,2017-10-17,4918,GB
95139,Worcester,2017-10-17,9836,GB
97045,Huntingdon,2017-10-17,6887,GB
10644,Wetherby,2017-10-18,9837,GB
12599,Happy Valley (HK),2017-10-18,136886,HK
33361,Lingfield (AW),2017-10-18,5902,GB
35208,Lingfield (AW),2017-10-18,6394,GB
4360,Deauville (FR),2017-10-18,68376,FR
110086,Nottingham,2017-10-18,4917,GB
110623,Nottingham,2017-10-18,4917,GB
112657,Deauville (FR),2017-10-18,23077,FR
114244,Happy Valley (HK),2017-10-18,68965,HK
115289,Deauville (FR),2017-10-18,11112,FR
115831,Lingfield (AW),2017-10-18,5902,GB
116865,Happy Valley (HK),2017-10-18,68965,HK
117981,Kempton (AW),2017-10-18,4917,GB
121431,Punchestown (IRE),2017-10-18,15280,IE
123499,Deauville (FR),2017-10-18,22221,FR
128407,Lingfield (AW),2017-10-18,6394,GB
129759,Happy Valley (HK),2017-10-18,91954,HK
130480,Kempton (AW),2017-10-18,4917,GB
132625,Lingfield (AW),2017-10-18,4917,GB
134181,Wetherby,2017-10-18,4918,GB
135224,Happy Valley (HK),2017-10-18,136886,HK
139065,Deauville (FR),2017-10-18,16240,FR
139474,Punchestown (IRE),2017-10-18,14802,IE
139909,Kempton (AW),2017-10-18,9837,GB
140072,Deauville (FR),2017-10-18,10256,FR
140329,Lingfield (AW),2017-10-18,5411,GB
140901,Kempton (AW),2017-10-18,3935,GB
143965,Wetherby,2017-10-18,4918,GB
144000,Nottingham,2017-10-18,7870,GB
145866,Kempton (AW),2017-10-18,3935,GB
148609,Happy Valley (HK),2017-10-18,136886,HK
149203,Kempton (AW),2017-10-18,4917,GB
149438,Kempton (AW),2017-10-18,3935,GB
152881,Punchestown (IRE),2017-10-18,9550,IE
152985,Deauville (FR),2017-10-18,29914,FR
153255,Nottingham,2017-10-18,24591,GB
154422,Nottingham,2017-10-18,4917,GB
154463,Lingfield (AW),2017-10-18,6886,GB
154815,Nottingham,2017-10-18,14757,GB
156212,Caulfield (AUS),2017-10-18,204972,AU
156930,Caulfield (AUS),2017-10-18,88156,AU
157381,Wetherby,2017-10-18,5902,GB
161001,Deauville (FR),2017-10-18,17948,FR
161719,Punchestown (IRE),2017-10-18,13848,IE
161745,Wetherby,2017-10-18,9837,GB
162089,Lingfield (AW),2017-10-18,6394,GB
163520,Deauville (FR),2017-10-18,21368,FR
164899,Nottingham,2017-10-18,4917,GB
168125,Punchestown (IRE),2017-10-18,10982,IE
169002,Wetherby,2017-10-18,8361,GB
170247,Kempton (AW),2017-10-18,4917,GB
172612,Nottingham,2017-10-18,3935,GB
107135,Punchestown (IRE),2017-10-18,12892,IE
87201,Happy Valley (HK),2017-10-18,91954,HK
89761,Wetherby,2017-10-18,8361,GB
46790,Punchestown (IRE),2017-10-18,19100,IE
58009,Happy Valley (HK),2017-10-18,91954,HK
32109,Punchestown (IRE),2017-10-19,12415,IE
37454,Brighton,2017-10-19,4917,GB
110138,Brighton,2017-10-19,3935,GB
112889,Deauville (FR),2017-10-19,51281,FR
113924,Punchestown (IRE),2017-10-19,11460,IE
115660,Punchestown (IRE),2017-10-19,30388,IE
115703,Newcastle (AW),2017-10-19,4917,GB
116657,Punchestown (IRE),2017-10-19,17190,IE
118967,Brighton,2017-10-19,3935,GB
120918,Deauville (FR),2017-10-19,37606,FR
121473,Newcastle (AW),2017-10-19,4917,GB
122701,Brighton,2017-10-19,4917,GB
132880,Deauville (FR),2017-10-19,23932,FR
136597,Newcastle (AW),2017-10-19,4917,GB
137640,Deauville (FR),2017-10-19,23077,FR
137766,Uttoxeter,2017-10-19,14755,GB
138465,Newcastle (AW),2017-10-19,3935,GB
139136,Punchestown (IRE),2017-10-19,37600,IE
140885,Carlisle,2017-10-19,5902,GB
142031,Carlisle,2017-10-19,5902,GB
142875,Punchestown (IRE),2017-10-19,9550,IE
144008,Newcastle (AW),2017-10-19,3935,GB
145679,Newcastle (AW),2017-10-19,3935,GB
146534,Uttoxeter,2017-10-19,5115,GB
149565,Brighton,2017-10-19,3935,GB
158059,Uttoxeter,2017-10-19,3541,GB
158373,Deauville (FR),2017-10-19,47008,FR
162685,Brighton,2017-10-19,4917,GB
167467,Uttoxeter,2017-10-19,9837,GB
168065,Carlisle,2017-10-19,6394,GB
168431,Deauville (FR),2017-10-19,23077,FR
169686,Carlisle,2017-10-19,11805,GB
170400,Deauville (FR),2017-10-19,23077,FR
172339,Carlisle,2017-10-19,12295,GB
102034,Keeneland (USA),2017-10-19,81303,US
105486,Carlisle,2017-10-19,6394,GB
108480,Newcastle (AW),2017-10-19,3935,GB
60115,Newcastle (AW),2017-10-19,7870,GB
60849,Brighton,2017-10-19,4282,GB
76339,Punchestown (IRE),2017-10-19,11460,IE
89946,Deauville (FR),2017-10-19,18804,FR
92985,Deauville (FR),2017-10-19,23932,FR
40533,Carlisle,2017-10-19,3443,GB
43560,Brighton,2017-10-19,6394,GB
52291,Uttoxeter,2017-10-19,5902,GB
54397,Uttoxeter,2017-10-19,3935,GB
32995,Dundalk (AW) (IRE),2017-10-20,10505,IE
35223,Newcastle (AW),2017-10-20,3689,GB
35391,Dundalk (AW) (IRE),2017-10-20,16235,IE
5059,Dundalk (AW) (IRE),2017-10-20,9550,IE
111655,Fakenham,2017-10-20,4918,GB
111906,Newcastle (AW),2017-10-20,4917,GB
112001,Redcar,2017-10-20,5165,GB
113462,Newcastle (AW),2017-10-20,4917,GB
116989,Redcar,2017-10-20,4812,GB
117170,Redcar,2017-10-20,9837,GB
120697,Dundalk (AW) (IRE),2017-10-20,9550,IE
125061,Fakenham,2017-10-20,6394,GB
130288,Wincanton,2017-10-20,11805,GB
137571,Wincanton,2017-10-20,5902,GB
138265,Redcar,2017-10-20,5165,GB
141549,Wincanton,2017-10-20,9837,GB
141693,Fakenham,2017-10-20,12638,GB
142747,Dundalk (AW) (IRE),2017-10-20,24700,IE
145854,Wincanton,2017-10-20,5902,GB
148751,Newcastle (AW),2017-10-20,7870,GB
153804,Wincanton,2017-10-20,4427,GB
153910,Redcar,2017-10-20,5165,GB
156053,Dundalk (AW) (IRE),2017-10-20,11460,IE
159489,Fakenham,2017-10-20,11804,GB
160185,Dundalk (AW) (IRE),2017-10-20,9550,IE
162312,Dundalk (AW) (IRE),2017-10-20,44650,IE
166357,Redcar,2017-10-20,4917,GB
167354,Newcastle (AW),2017-10-20,4426,GB
169401,Redcar,2017-10-20,5165,GB
171982,Keeneland (USA),2017-10-20,121953,US
172203,Newcastle (AW),2017-10-20,4917,GB
172698,Fakenham,2017-10-20,9837,GB
63432,Fakenham,2017-10-20,6887,GB
63533,Newcastle (AW),2017-10-20,4917,GB
74131,Newcastle (AW),2017-10-20,3689,GB
92745,Wincanton,2017-10-20,7869,GB
44860,Redcar,2017-10-20,4812,GB
50874,Clairefontaine (FR),2017-10-20,14529,FR
11895,Stratford,2017-10-21,6887,GB
12105,Ascot (AUS),2017-10-21,88245,AU
20524,Stratford,2017-10-21,6887,GB
20645,Ffos Las,2017-10-21,44265,GB
21058,Ascot,2017-10-21,617271,GB
23293,Ascot,2017-10-21,456929,GB
248,Chantilly (FR),2017-10-21,16240,FR
111736,Chantilly (FR),2017-10-21,28206,FR
112454,Wolverhampton (AW),2017-10-21,3935,GB
114262,Caulfield (AUS),2017-10-21,1842107,AU
116577,Stratford,2017-10-21,6887,GB
118001,Caulfield (AUS),2017-10-21,84648,AU
118268,Market Rasen,2017-10-21,9837,GB
118273,Chantilly (FR),2017-10-21,25641,FR
119134,Le Croise-Laroche (FR),2017-10-21,12820,FR
122400,Ffos Las,2017-10-21,13772,GB
123222,Wolverhampton (AW),2017-10-21,3935,GB
123299,Ascot,2017-10-21,245925,GB
124373,Catterick,2017-10-21,29511,GB
124674,Catterick,2017-10-21,11804,GB
125993,Le Croise-Laroche (FR),2017-10-21,13676,FR
126779,Catterick,2017-10-21,4917,GB
130065,Stratford,2017-10-21,11805,GB
130128,Ffos Las,2017-10-21,9837,GB
131267,Market Rasen,2017-10-21,5902,GB
132699,Caulfield (AUS),2017-10-21,88156,AU
132999,Wolverhampton (AW),2017-10-21,5902,GB
133154,Wolverhampton (AW),2017-10-21,3935,GB
133648,Stratford,2017-10-21,14755,GB
134583,Market Rasen,2017-10-21,5902,GB
135938,Stratford,2017-10-21,24593,GB
138388,Keeneland (USA),2017-10-21,203252,US
138564,Market Rasen,2017-10-21,9837,GB
139017,Catterick,2017-10-21,7870,GB
139632,Caulfield (AUS),2017-10-21,70470,AU
141451,Chantilly (FR),2017-10-21,17948,FR
143016,Ffos Las,2017-10-21,9837,GB
144224,Chantilly (FR),2017-10-21,21368,FR
145020,Tokyo (JPN),2017-10-21,540139,JP
145475,Chantilly (FR),2017-10-21,13676,FR
146294,Market Rasen,2017-10-21,6887,GB
146569,Ffos Las,2017-10-21,7379,GB
149425,Wolverhampton (AW),2017-10-21,5902,GB
154660,Market Rasen,2017-10-21,11805,GB
155303,Stratford,2017-10-21,4918,GB
157513,Catterick,2017-10-21,4917,GB
158947,Catterick,2017-10-21,4917,GB
162652,Stratford,2017-10-21,4918,GB
166310,Wolverhampton (AW),2017-10-21,5411,GB
168564,Caulfield (AUS),2017-10-21,204680,AU
171426,Ascot,2017-10-21,1082070,GB
172632,Ffos Las,2017-10-21,7021,GB
172745,Ffos Las,2017-10-21,5902,GB
102134,Wolverhampton (AW),2017-10-21,3935,GB
103790,Chantilly (FR),2017-10-21,25641,FR
65489,Ascot,2017-10-21,1278810,GB
68141,Randwick (AUS),2017-10-21,86551,AU
72823,Chantilly (FR),2017-10-21,22221,FR
73413,Wolverhampton (AW),2017-10-21,11804,GB
86699,Catterick,2017-10-21,11804,GB
89389,Ascot,2017-10-21,590220,GB
91054,Randwick (AUS),2017-10-21,80702,AU
94125,Market Rasen,2017-10-21,2361,GB
97807,Caulfield (AUS),2017-10-21,88010,AU
98972,Market Rasen,2017-10-21,5902,GB
54832,Caulfield (AUS),2017-10-21,117543,AU
13314,Kempton,2017-10-22,29509,GB
1366,Sha Tin (HK),2017-10-22,194358,HK
13796,Keeneland (USA),2017-10-22,101624,US
31554,Kyoto (JPN),2017-10-22,1815710,JP
32106,Sha Tin (HK),2017-10-22,136886,HK
39478,San Siro (ITY),2017-10-22,180000,IT
4252,Kempton,2017-10-22,19406,GB
110395,Sha Tin (HK),2017-10-22,68965,HK
114758,San Siro (ITY),2017-10-22,200000,IT
114831,Leopardstown (IRE),2017-10-22,11460,IE
115387,Leopardstown (IRE),2017-10-22,24700,IE
115738,Saint-Cloud (FR),2017-10-22,21367,FR
116002,Sha Tin (HK),2017-10-22,91954,HK
116509,Sha Tin (HK),2017-10-22,417973,HK
119278,Sha Tin (HK),2017-10-22,417973,HK
123816,Sha Tin (HK),2017-10-22,136886,HK
125189,Leopardstown (IRE),2017-10-22,56400,IE
126261,Leopardstown (IRE),2017-10-22,16712,IE
127410,Leopardstown (IRE),2017-10-22,11460,IE
128252,Saint-Cloud (FR),2017-10-22,19658,FR
135489,Saint-Cloud (FR),2017-10-22,19659,FR
135709,Kempton,2017-10-22,6887,GB
136769,Kempton,2017-10-22,6887,GB
137663,Kempton,2017-10-22,12788,GB
138000,Baden-Baden (GER),2017-10-22,47007,GER
138473,Southwell (AW),2017-10-22,3443,GB
141173,Saint-Cloud (FR),2017-10-22,299146,FR
141562,Southwell (AW),2017-10-22,11804,GB
144160,Sha Tin (HK),2017-10-22,194358,HK
152738,Hastings (NZ),2017-10-22,140449,NZ
152777,Southwell (AW),2017-10-22,4426,GB
156751,Southwell (AW),2017-10-22,7870,GB
158754,Leopardstown (IRE),2017-10-22,44650,IE
162479,Kempton,2017-10-22,8853,GB
163289,Southwell (AW),2017-10-22,3443,GB
165636,Saint-Cloud (FR),2017-10-22,22221,FR
166313,Leopardstown (IRE),2017-10-22,16712,IE
166802,Southwell (AW),2017-10-22,3443,GB
168201,Saint-Cloud (FR),2017-10-22,44444,FR
169053,Saint-Cloud (FR),2017-10-22,19659,FR
169882,Southwell (AW),2017-10-22,3935,GB
103952,Sha Tin (HK),2017-10-22,91954,HK
60190,Baden-Baden (GER),2017-10-22,89743,GER
65148,Southwell (AW),2017-10-22,4426,GB
67953,Cholet (FR),2017-10-22,17094,FR
