rid,course,date,prize,countryCode,condition,winningTime
188545,Perth,1993-04-21,5575,GB,Soft,396.2
203641,Gowran Park (IRE),1993-04-21,,IE,Heavy,277.7
204412,Gowran Park (IRE),1993-04-21,,IE,Heavy,328.9
287661,Cheltenham,1993-04-22,4480,GB,Good To Firm,239.8
291327,Perth,1993-04-22,4325,GB,Soft,339.4
296255,Mallow (IRE),1993-04-22,,IE,Soft,124.1
307923,Cheltenham,1993-04-22,4560,GB,Good To Firm,413.3
309150,Mallow (IRE),1993-04-22,,IE,Soft,394.3
318207,Mallow (IRE),1993-04-22,,IE,Soft,238
318632,Cheltenham,1993-04-22,5280,GB,Good To Firm,312.7
335930,Cheltenham,1993-04-22,8540,GB,Good To Firm,307.5
349052,Mallow (IRE),1993-04-22,,IE,Soft,127.4
353715,Cheltenham,1993-04-22,2843,GB,Good To Firm,240
356040,Perth,1993-04-22,3260,GB,Soft,253
361452,Mallow (IRE),1993-04-22,,IE,Soft,252.3
364353,Beverley,1993-04-22,5649,GB,Good To Soft,130.2
371313,Perth,1993-04-22,6360,GB,Soft,409.5
216773,Cheltenham,1993-04-22,7951,GB,Good To Firm,387.9
222439,Perth,1993-04-22,6300,GB,Soft,256.5
233423,Beverley,1993-04-22,10414,GB,Good To Soft,95.7
15137,Mallow (IRE),1993-04-22,,IE,Soft,180.6
86389,Cheltenham,1993-04-22,2822,GB,Good To Firm,238.7
93583,Mallow (IRE),1993-04-22,,IE,Soft,256.3
97783,Beverley,1993-04-22,4725,GB,Good To Soft,67.9
45105,Beverley,1993-04-22,5489,GB,Good To Soft,110.1
54569,Perth,1993-04-22,3540,GB,Soft,328.9
180787,Beverley,1993-04-22,4786,GB,Good To Soft,129.8
181569,Perth,1993-04-22,3460,GB,Soft,254.2
186495,Cheltenham,1993-04-22,8700,GB,Good To Firm,240.6
206592,Beverley,1993-04-22,3154,GB,Good To Soft,132
278789,Sandown,1993-04-23,5360,GB,Good,62.32
280716,Sandown,1993-04-23,7778,GB,Good,104.87
292763,Carlisle,1993-04-23,4591,GB,Heavy,80.3
316047,Ludlow,1993-04-23,3840,GB,Good,383.8
321304,Ludlow,1993-04-23,2060,GB,Good,236
326444,Taunton,1993-04-23,3431,GB,Good To Firm,369.3
328917,Ludlow,1993-04-23,2060,GB,Good,316.6
329890,Sandown,1993-04-23,10092,GB,Good,218.79
330509,Ludlow,1993-04-23,4800,GB,Good,313.7
358051,Taunton,1993-04-23,2735,GB,Good To Firm,273.8
364035,Carlisle,1993-04-23,3154,GB,Heavy,94.5
369227,Ludlow,1993-04-23,1940,GB,Good,385.1
376074,Perth,1993-04-23,8400,GB,Heavy,422.4
393460,Perth,1993-04-23,4575,GB,Heavy,352.7
396623,Ludlow,1993-04-23,3840,GB,Good,323.1
400661,Perth,1993-04-23,3360,GB,Heavy,404.8
235922,Sandown,1993-04-23,5600,GB,Good,131.12
256761,Carlisle,1993-04-23,4638,GB,Heavy,82.3
263925,Sandown,1993-04-23,57300,GB,Good,103.08
16333,Taunton,1993-04-23,2495,GB,Good To Firm,278.2
27278,Perth,1993-04-23,3190,GB,Heavy,405.8
28487,Sandown,1993-04-23,7880,GB,Good,129.54
30194,Perth,1993-04-23,4440,GB,Heavy,270.3
37742,Taunton,1993-04-23,3780,GB,Good To Firm,243.3
109998,Perth,1993-04-23,3325,GB,Heavy,353.7
40947,Carlisle,1993-04-23,7865,GB,Heavy,107.5
181894,Taunton,1993-04-23,2705,GB,Good To Firm,236.4
189943,Taunton,1993-04-23,2960,GB,Good To Firm,240.6
195787,Carlisle,1993-04-23,5849,GB,Heavy,165.9
211665,Carlisle,1993-04-23,5129,GB,Heavy,166.9
212826,Sandown,1993-04-23,7880,GB,Good,62.02
274910,Curragh (IRE),1993-04-24,,IE,Heavy,67.3
279491,Hexham,1993-04-24,3325,GB,Soft,321.3
290952,Hexham,1993-04-24,3815,GB,Soft,327.6
291764,Worcester,1993-04-24,4575,GB,Good,363.5
298038,Leicester,1993-04-24,5900,GB,Good,99.5
301329,Market Rasen,1993-04-24,5991,GB,Good,299.6
311000,Market Rasen,1993-04-24,4720,GB,Good,269.5
315248,Sandown,1993-04-24,5511,GB,Good To Soft,64.19
317776,Sandown,1993-04-24,34815,GB,Good To Soft,132.6
321295,Ripon,1993-04-24,6000,GB,Good,74.9
333491,Leicester,1993-04-24,6151,GB,Good,129.1
339707,Leicester,1993-04-24,8191,GB,Good,73.1
359965,Curragh (IRE),1993-04-24,,IE,Heavy,112.4
375475,Curragh (IRE),1993-04-24,,IE,Heavy,96.1
379820,Sandown,1993-04-24,5600,GB,Good To Soft,231
385765,Market Rasen,1993-04-24,2970,GB,Good,188.9
397322,Ripon,1993-04-24,5040,GB,Good,62.5
218249,Sandown,1993-04-24,47560,GB,Good To Soft,136.54
221247,Leicester,1993-04-24,6151,GB,Good,130.4
222222,Curragh (IRE),1993-04-24,,IE,Heavy,96.8
225268,Sandown,1993-04-24,6849,GB,Good To Soft,63.34
226147,Worcester,1993-04-24,4130,GB,Good,244.6
235994,Hexham,1993-04-24,2160,GB,Soft,262
236281,Leicester,1993-04-24,16094,GB,Good,86.1
237487,Sandown,1993-04-24,21367,GB,Good To Soft,106.66
246829,Ripon,1993-04-24,3720,GB,Good,132.1
253486,Sandown,1993-04-24,95500,GB,Good,447.7
259988,Leicester,1993-04-24,5320,GB,Good,130.9
262960,Worcester,1993-04-24,3425,GB,Good,315.6
10195,Ripon,1993-04-24,10907,GB,Good,130.3
18183,Worcester,1993-04-24,2075,GB,Good,359.1
30537,Ripon,1993-04-24,5849,GB,Good,103.7
31435,Hexham,1993-04-24,2500,GB,Soft,317.6
35589,Leicester,1993-04-24,6200,GB,Good,158
891,Leicester,1993-04-24,4465,GB,Good,61.7
172900,Hexham,1993-04-24,3151,GB,Soft,414
67075,Curragh (IRE),1993-04-24,,IE,Heavy,138
81647,Curragh (IRE),1993-04-24,,IE,Heavy,139.7
83776,Market Rasen,1993-04-24,2485,GB,Good,323.8
86320,Worcester,1993-04-24,3168,GB,Good,232.4
91041,Market Rasen,1993-04-24,3625,GB,Good,288.8
40233,Hexham,1993-04-24,2640,GB,Soft,333.3
46767,Market Rasen,1993-04-24,3050,GB,Good,260.5
59644,Curragh (IRE),1993-04-24,,IE,Heavy,112.8
183410,Ripon,1993-04-24,11700,GB,Good,218.1
191340,Market Rasen,1993-04-24,4840,GB,Good,383.4
201231,Worcester,1993-04-24,2075,GB,Good,232.6
209283,Ripon,1993-04-24,5535,GB,Good,132.1
284516,Southwell (AW),1993-04-26,4194,GB,Standard,90.8
304779,Windsor,1993-04-26,5551,GB,Good To Soft,153.7
332188,Sligo (IRE),1993-04-26,,IE,Heavy,264.7
361020,Southwell (AW),1993-04-26,2910,GB,Standard,62.1
369278,Sligo (IRE),1993-04-26,,IE,Heavy,399.6
381558,Southwell (AW),1993-04-26,4379,GB,Standard,103.1
384591,Pontefract,1993-04-26,3450,GB,Soft,165.8
390043,Southwell (AW),1993-04-26,3860,GB,Standard,92.3
390383,Sligo (IRE),1993-04-26,,IE,Heavy,359.2
394417,Southwell (AW),1993-04-26,3154,GB,Standard,106.3
399842,Pontefract,1993-04-26,4815,GB,Soft,139.3
219486,Sligo (IRE),1993-04-26,,IE,Heavy,97.7
223568,Sligo (IRE),1993-04-26,,IE,Heavy,96.9
238824,Sligo (IRE),1993-04-26,,IE,Heavy,203.1
239089,Windsor,1993-04-26,5900,GB,Good To Soft,63.1
239456,Pontefract,1993-04-26,6000,GB,Soft,79.5
247101,Pontefract,1993-04-26,5175,GB,Soft,66.1
261114,Windsor,1993-04-26,7671,GB,Good To Soft,61.5
29876,Windsor,1993-04-26,2700,GB,Good To Soft,108.3
34023,Sligo (IRE),1993-04-26,,IE,Heavy,363.2
35614,Southwell (AW),1993-04-26,4951,GB,Standard,61.4
4290,Pontefract,1993-04-26,4680,GB,Soft,311.2
7836,Windsor,1993-04-26,5175,GB,Good To Soft,62.5
54284,Windsor,1993-04-26,3325,GB,Good To Soft,108.7
55398,Pontefract,1993-04-26,7420,GB,Soft,108.1
186277,Southwell (AW),1993-04-26,3794,GB,Standard,162.2
266071,Punchestown (IRE),1993-04-27,,IE,Yielding To Soft,341.1
289659,Punchestown (IRE),1993-04-27,,IE,Yielding To Soft,244.4
291623,Punchestown (IRE),1993-04-27,,IE,Yielding To Soft,404.9
321278,Punchestown (IRE),1993-04-27,,IE,Yielding To Soft,331.8
326391,Ascot,1993-04-27,5300,GB,Good,236.4
329001,Huntingdon,1993-04-27,3750,GB,Good To Soft,317.9
332583,Nottingham,1993-04-27,3154,GB,Good To Soft,76.8
334972,Ascot,1993-04-27,7524,GB,Good,346.3
364285,Huntingdon,1993-04-27,1997,GB,Good To Soft,381.8
365236,Ascot,1993-04-27,7945,GB,Good,381.6
375381,Huntingdon,1993-04-27,3420,GB,Good To Soft,262.6
389358,Nottingham,1993-04-27,4712,GB,Good To Soft,63.3
222475,Huntingdon,1993-04-27,2466,GB,Good To Soft,243.2
224190,Nottingham,1993-04-27,5671,GB,Good To Soft,131
230189,Nottingham,1993-04-27,4934,GB,Good To Soft,192.6
230297,Punchestown (IRE),1993-04-27,,IE,Yielding To Soft,245.6
236790,Bath,1993-04-27,4840,GB,Good,65.6
240180,Bath,1993-04-27,5100,GB,Good,141.4
254518,Ascot,1993-04-27,11200,GB,Good,238.4
259453,Nottingham,1993-04-27,5304,GB,Good To Soft,109.3
15728,Punchestown (IRE),1993-04-27,,IE,Yielding To Soft,254.4
17952,Ascot,1993-04-27,4460,GB,Good,299.5
34752,Punchestown (IRE),1993-04-27,,IE,Yielding To Soft,275.1
103970,Bath,1993-04-27,3910,GB,Good,141.7
106557,Nottingham,1993-04-27,6974,GB,Good To Soft,76.4
71824,Huntingdon,1993-04-27,2075,GB,Good To Soft,396.9
86194,Ascot,1993-04-27,6329,GB,Good,299.8
86676,Bath,1993-04-27,5340,GB,Good,160.3
87311,Bath,1993-04-27,4740,GB,Good,65.1
52697,Nottingham,1993-04-27,5760,GB,Good To Soft,108.1
182321,Bath,1993-04-27,3360,GB,Good,66.2
212617,Huntingdon,1993-04-27,2075,GB,Good To Soft,315.5
287945,Kelso,1993-04-28,3420,GB,Soft,397.9
305722,Kelso,1993-04-28,7525,GB,Soft,355.9
308508,Kelso,1993-04-28,4160,GB,Soft,260
310249,Exeter,1993-04-28,2645,GB,Good,259.6
317317,Exeter,1993-04-28,4940,GB,Good,361.3
321120,Punchestown (IRE),1993-04-28,,IE,Yielding,420.9
327753,Exeter,1993-04-28,2495,GB,Good,261.1
359871,Exeter,1993-04-28,2465,GB,Good,289.3
383877,Kelso,1993-04-28,3200,GB,Soft,388.5
387275,Ascot,1993-04-28,30751,GB,Good,88.21
394025,Kelso,1993-04-28,4220,GB,Soft,275.9
219289,Punchestown (IRE),1993-04-28,,IE,Yielding,239.1
226594,Punchestown (IRE),1993-04-28,,IE,Yielding,407.3
230982,Ascot,1993-04-28,6720,GB,Good,156
264450,Exeter,1993-04-28,5489,GB,Good,268.9
11790,Exeter,1993-04-28,3700,GB,Good,257.7
14748,Ascot,1993-04-28,43420,GB,Good,222.36
97393,Punchestown (IRE),1993-04-28,,IE,Yielding,320.8
47809,Punchestown (IRE),1993-04-28,,IE,Yielding,342.5
50772,Ascot,1993-04-28,15300,GB,Good,132.44
54227,Punchestown (IRE),1993-04-28,,IE,Yielding,404.6
180236,Ascot,1993-04-28,10532,GB,Good,61.61
186373,Punchestown (IRE),1993-04-28,,IE,Yielding,240.5
186812,Ascot,1993-04-28,14204,GB,Good,103.95
204391,Kelso,1993-04-28,3660,GB,Soft,240
269494,Salisbury,1993-04-29,6351,GB,Good,104.28
269546,Punchestown (IRE),1993-04-29,,IE,Good To Yielding,245.2
278264,Hamilton,1993-04-29,3410,GB,Soft,112.8
306717,Newmarket,1993-04-29,15828,GB,Good,72.08
311219,Punchestown (IRE),1993-04-29,,IE,Good To Yielding,566.7
316022,Hamilton,1993-04-29,4160,GB,Soft,76.6
317118,Punchestown (IRE),1993-04-29,,IE,Good To Yielding,235.2
332278,Newmarket,1993-04-29,7500,GB,Good,99.06
346580,Salisbury,1993-04-29,4243,GB,Good,76.14
351244,Punchestown (IRE),1993-04-29,,IE,Good To Yielding,224
382910,Salisbury,1993-04-29,5040,GB,Good,129.92
392136,Salisbury,1993-04-29,12502,GB,Good,189.87
219083,Newmarket,1993-04-29,6900,GB,Good,85.56
221151,Hamilton,1993-04-29,3570,GB,Soft,123.5
232874,Punchestown (IRE),1993-04-29,,IE,Good To Yielding,405.2
254722,Punchestown (IRE),1993-04-29,,IE,Good To Yielding,227.4
257250,Salisbury,1993-04-29,5311,GB,Good,106.08
13993,Newmarket,1993-04-29,8347,GB,Good,86.02
17627,Salisbury,1993-04-29,4880,GB,Good,76.26
22026,Salisbury,1993-04-29,3810,GB,Good,89.81
25801,Hamilton,1993-04-29,3443,GB,Soft,65.8
28441,Newmarket,1993-04-29,175633,GB,Good,97.34
32800,Hamilton,1993-04-29,3788,GB,Soft,169.1
89357,Newmarket,1993-04-29,20600,GB,Good,128.64
59641,Punchestown (IRE),1993-04-29,,IE,Good To Yielding,365.1
181258,Newmarket,1993-04-29,8560,GB,Good,86.39
187221,Salisbury,1993-04-29,5355,GB,Good,104.81
194460,Hamilton,1993-04-29,4158,GB,Soft,166.6
269671,Newmarket,1993-04-30,12238,GB,Good,156.25
271356,Newton Abbot,1993-04-30,2430,GB,Good,253
278491,Newmarket,1993-04-30,7740,GB,Good,85.86
281023,Sedgefield,1993-04-30,2780,GB,Good,305.1
282554,Newmarket,1993-04-30,55410,GB,Good,151.4
307204,Bangor-on-Dee,1993-04-30,3220,GB,Good,342.4
307527,Hamilton,1993-04-30,3665,GB,Soft,76.1
320293,Bangor-on-Dee,1993-04-30,3525,GB,Good,240.5
342735,Sedgefield,1993-04-30,2570,GB,Good,246.3
344292,Bangor-on-Dee,1993-04-30,4800,GB,Good,303.7
363304,Bangor-on-Dee,1993-04-30,4360,GB,Good,255.4
370700,Hamilton,1993-04-30,3538,GB,Soft,114.6
371348,Bangor-on-Dee,1993-04-30,2255,GB,Good,371.4
390868,Sedgefield,1993-04-30,3360,GB,Good,415.8
392533,Bangor-on-Dee,1993-04-30,2940,GB,Good,238.8
228432,Newmarket,1993-04-30,6551,GB,Good,60.57
232400,Newton Abbot,1993-04-30,2290,GB,Good,263.5
238465,Newton Abbot,1993-04-30,4171,GB,Good,255.6
243461,Newmarket,1993-04-30,20800,GB,Good,125.15
261444,Hamilton,1993-04-30,5400,GB,Soft,150
261946,Hamilton,1993-04-30,5500,GB,Soft,112.3
262155,Sedgefield,1993-04-30,3450,GB,Good,303.7
27224,Newton Abbot,1993-04-30,3240,GB,Good,245.3
34391,Newton Abbot,1993-04-30,3873,GB,Good,319.8
174272,Sedgefield,1993-04-30,2381,GB,Good,404.8
109223,Hamilton,1993-04-30,3788,GB,Soft,64
64757,Hamilton,1993-04-30,3935,GB,Soft,63.1
90758,Newton Abbot,1993-04-30,4400,GB,Good,403.8
56947,Sedgefield,1993-04-30,4240,GB,Good,315.3
187976,Hamilton,1993-04-30,3538,GB,Soft,63.2
212892,Newmarket,1993-04-30,9280,GB,Good,99.21
267228,Uttoxeter,1993-05-01,16125,GB,Good To Firm,279.5
282004,Naas (IRE),1993-05-01,,IE,Good,135.1
283293,Hereford,1993-05-01,1940,GB,Firm,398.6
284037,Hereford,1993-05-01,3660,GB,Firm,280.9
285411,Naas (IRE),1993-05-01,,IE,Good,233.4
289344,Uttoxeter,1993-05-01,2565,GB,Good To Firm,222.1
290301,Newmarket,1993-05-01,33369,GB,Good,58.75
293411,Hexham,1993-05-01,1460,GB,Soft,315
303752,Haydock,1993-05-01,10300,GB,Good,61.18
305071,Hexham,1993-05-01,2160,GB,Soft,325.7
307136,Thirsk,1993-05-01,18600,GB,Good,100.1
309801,Uttoxeter,1993-05-01,4460,GB,Good To Firm,386.4
315047,Newmarket,1993-05-01,16448,GB,Good,123.6
317663,Thirsk,1993-05-01,7840,GB,Good,87
332657,Newmarket,1993-05-01,17551,GB,Good,72.41
333408,Newmarket,1993-05-01,7303,GB,Good,152.05
340821,Hexham,1993-05-01,2180,GB,Soft,247.2
342949,Hereford,1993-05-01,2060,GB,Firm,271.2
345878,Haydock,1993-05-01,5400,GB,Good,93.13
366586,Thirsk,1993-05-01,5129,GB,Good,87.9
376375,Thirsk,1993-05-01,5580,GB,Good,156.1
378799,Uttoxeter,1993-05-01,2680,GB,Good To Firm,222.5
379237,Naas (IRE),1993-05-01,,IE,Good,276
396159,Naas (IRE),1993-05-01,,IE,Good,87
219625,Newmarket,1993-05-01,6840,GB,Good,60.52
226237,Hereford,1993-05-01,3840,GB,Firm,378.9
227894,Naas (IRE),1993-05-01,,IE,Good,101.2
228577,Thirsk,1993-05-01,5760,GB,Good,60.5
248145,Hereford,1993-05-01,2060,GB,Firm,232.9
255430,Hereford,1993-05-01,2060,GB,Firm,228.2
256468,Newmarket,1993-05-01,182099,GB,Good,95.32
1583,Hexham,1993-05-01,2340,GB,Soft,373.2
21514,Newmarket,1993-05-01,6540,GB,Good,72.91
37692,Haydock,1993-05-01,7000,GB,Good,216.3
9731,Uttoxeter,1993-05-01,3420,GB,Good To Firm,286.5
174413,Haydock,1993-05-01,5300,GB,Good,139.55
104170,Uttoxeter,1993-05-01,3355,GB,Good To Firm,237.9
107944,Hereford,1993-05-01,1440,GB,Firm,223.9
108846,Naas (IRE),1993-05-01,,IE,Good,147.6
77038,Uttoxeter,1993-05-01,5400,GB,Good To Firm,300.5
82043,Thirsk,1993-05-01,3923,GB,Good,62
94951,Hexham,1993-05-01,2775,GB,Soft,258
49691,Hexham,1993-05-01,2006,GB,Soft,319
59769,Haydock,1993-05-01,7280,GB,Good,153.72
190809,Haydock,1993-05-01,15177,GB,Good,91.88
209579,Naas (IRE),1993-05-01,,IE,Good,61.1
288222,Gowran Park (IRE),1993-05-02,,IE,Good To Yielding,73.7
376376,Gowran Park (IRE),1993-05-02,,IE,Good To Yielding,299.2
377567,Gowran Park (IRE),1993-05-02,,IE,Good To Yielding,191.2
218972,Gowran Park (IRE),1993-05-02,,IE,Good To Yielding,277.5
3321,Gowran Park (IRE),1993-05-02,,IE,Good To Yielding,239.5
983,Gowran Park (IRE),1993-05-02,,IE,Good To Yielding,126.7
85790,Gowran Park (IRE),1993-05-02,,IE,Good To Yielding,229.1
265116,Southwell (AW),1993-05-03,4480,GB,Standard,239.2
265210,Newcastle,1993-05-03,2340,GB,Good To Soft,106.43
268957,Ludlow,1993-05-03,3980,GB,Firm,352.8
269267,Haydock,1993-05-03,39201,GB,Good To Firm,213.3
270834,Towcester,1993-05-03,3400,GB,Firm,353.1
274152,Warwick,1993-05-03,4170,GB,Good To Firm,99.4
275672,Haydock,1993-05-03,16500,GB,Good To Firm,332.3
276286,Haydock,1993-05-03,5400,GB,Good To Firm,280.8
278656,Fontwell,1993-05-03,3441,GB,Firm,276.2
284297,Haydock,1993-05-03,3660,GB,Good To Firm,221.6
285335,Towcester,1993-05-03,3449,GB,Good To Firm,244.6
300194,Down Royal (IRE),1993-05-03,,IE,Good To Firm,0
303327,Exeter,1993-05-03,1910,GB,Firm,251.9
304248,Kempton,1993-05-03,4725,GB,Good To Firm,192.03
304632,Kempton,1993-05-03,5625,GB,Good,100.09
311304,Southwell (AW),1993-05-03,6711,GB,Standard,363.8
316326,Doncaster,1993-05-03,5551,GB,Good,189.33
317635,Southwell,1993-05-03,5000,GB,Good,254.2
322977,Exeter,1993-05-03,1750,GB,Firm,357.1
327611,Fontwell,1993-05-03,2376,GB,Firm,277.3
329079,Down Royal (IRE),1993-05-03,,IE,Good To Firm,0
334091,Southwell,1993-05-03,6271,GB,Good,326.5
342969,Doncaster,1993-05-03,5040,GB,Good,100.09
344742,Warwick,1993-05-03,5355,GB,Good To Firm,100.3
345459,Newcastle,1993-05-03,5175,GB,Good To Soft,136.14
354289,Warwick,1993-05-03,5355,GB,Good To Firm,60.8
360133,Ludlow,1993-05-03,4420,GB,Firm,355
364229,Down Royal (IRE),1993-05-03,,IE,Good To Firm,0
373039,Doncaster,1993-05-03,7631,GB,Good,72.66
373647,Ludlow,1993-05-03,3980,GB,Firm,215.7
382060,Kempton,1993-05-03,26951,GB,Good,98.42
386727,Southwell,1993-05-03,5445,GB,Good,396.5
399000,Kempton,1993-05-03,5311,GB,Good,100.34
215210,Doncaster,1993-05-03,5175,GB,Good,61.57
217395,Doncaster,1993-05-03,7215,GB,Good,99.11
226733,Towcester,1993-05-03,2250,GB,Firm,227.9
231281,Ludlow,1993-05-03,2815,GB,Firm,305.8
233099,Kempton,1993-05-03,4860,GB,Good To Firm,156.64
243314,Newcastle,1993-05-03,5351,GB,Good To Soft,169.61
250606,Kempton,1993-05-03,4860,GB,Good,73.37
255234,Towcester,1993-05-03,1620,GB,Good To Firm,340.4
10837,Newcastle,1993-05-03,2280,GB,Good To Soft,77.41
18214,Towcester,1993-05-03,4560,GB,Good To Firm,248.9
24565,Exeter,1993-05-03,3940,GB,Firm,261.6
25248,Down Royal (IRE),1993-05-03,,IE,Good To Firm,0
27773,Ludlow,1993-05-03,2635,GB,Firm,219.3
33314,Fontwell,1993-05-03,3225,GB,Firm,309.7
36698,Warwick,1993-05-03,4815,GB,Good To Firm,164.5
4745,Newcastle,1993-05-03,2200,GB,Good To Soft,63.29
4925,Exeter,1993-05-03,3130,GB,Firm,249.1
176106,Fontwell,1993-05-03,2875,GB,Firm,404
105238,Haydock,1993-05-03,5100,GB,Good To Firm,278.9
106816,Haydock,1993-05-03,16200,GB,Good To Firm,223.8
108661,Doncaster,1993-05-03,3885,GB,Good,59.72
62334,Doncaster,1993-05-03,4515,GB,Good,132.12
68800,Newcastle,1993-05-03,2320,GB,Good To Soft,92.26
72455,Fontwell,1993-05-03,1836,GB,Firm,253
72688,Haydock,1993-05-03,2801,GB,Firm,216.6
77909,Ludlow,1993-05-03,2405,GB,Firm,216.5
84675,Exeter,1993-05-03,2370,GB,Firm,277.5
97062,Southwell (AW),1993-05-03,4600,GB,Standard,261.55
99605,Warwick,1993-05-03,3154,GB,Good To Firm,74.6
53190,Down Royal (IRE),1993-05-03,,IE,Good To Firm,0
196262,Warwick,1993-05-03,4823,GB,Good To Firm,138.5
196885,Warwick,1993-05-03,5580,GB,Good To Firm,86.5
198268,Towcester,1993-05-03,4380,GB,Firm,300.9
205685,Fontwell,1993-05-03,2090,GB,Firm,259
206819,Kempton,1993-05-03,5355,GB,Good To Firm,112.75
207223,Exeter,1993-05-03,1620,GB,Firm,251.1
210846,Down Royal (IRE),1993-05-03,,IE,Good To Firm,0
295599,Chester,1993-05-04,54301,GB,Good To Firm,155.32
310505,Newton Abbot,1993-05-04,2704,GB,Firm,241
311453,Chester,1993-05-04,10159,GB,Good To Firm,61.3
318098,Limerick (IRE),1993-05-04,,IE,Good To Firm,148.6
330280,Limerick (IRE),1993-05-04,,IE,Good To Firm,87.9
364365,Limerick (IRE),1993-05-04,,IE,Good To Firm,126.7
376520,Newton Abbot,1993-05-04,4764,GB,Firm,311.2
219077,Limerick (IRE),1993-05-04,,IE,Good To Firm,87.1
222684,Limerick (IRE),1993-05-04,,IE,Good To Firm,206.8
223900,Limerick (IRE),1993-05-04,,IE,Good To Firm,218.2
227534,Chester,1993-05-04,10960,GB,Good To Firm,72.78
257406,Newton Abbot,1993-05-04,2340,GB,Firm,239.8
259036,Newton Abbot,1993-05-04,2692,GB,Firm,314.5
10148,Chester,1993-05-04,20315,GB,Good To Firm,93
34491,Limerick (IRE),1993-05-04,,IE,Good To Firm,153.2
39826,Newton Abbot,1993-05-04,4400,GB,Firm,313.4
72339,Chester,1993-05-04,11200,GB,Good To Firm,129.99
196768,Chester,1993-05-04,13200,GB,Good To Firm,129.71
214137,Newton Abbot,1993-05-04,4260,GB,Firm,250.4
265977,Salisbury,1993-05-05,7280,GB,Firm,126.76
268431,Chester,1993-05-05,12960,GB,Good To Firm,158.41
271622,Cheltenham,1993-05-05,4880,GB,Good To Firm,522.4
272439,Musselburgh,1993-05-05,3470,GB,Good,59.9
293367,Wetherby,1993-05-05,4320,GB,Good To Firm,376.3
294697,Musselburgh,1993-05-05,4775,GB,Good,59.2
301532,Navan (IRE),1993-05-05,,IE,Good,63.8
303645,Navan (IRE),1993-05-05,,IE,Good,298.3
304017,Salisbury,1993-05-05,4769,GB,Firm,101
316151,Chester,1993-05-05,10480,GB,Good To Firm,85.62
316789,Wetherby,1993-05-05,4480,GB,Good To Firm,223.5
317524,Cheltenham,1993-05-05,5449,GB,Good To Firm,402.7
326409,Wetherby,1993-05-05,5500,GB,Good To Firm,303.7
327491,Cheltenham,1993-05-05,3249,GB,Good To Firm,332.7
336508,Musselburgh,1993-05-05,3902,GB,Good,101.6
342633,Cheltenham,1993-05-05,3200,GB,Good To Firm,401
351808,Musselburgh,1993-05-05,4187,GB,Good,88.6
357521,Salisbury,1993-05-05,6400,GB,Firm,72.4
362409,Wetherby,1993-05-05,2825,GB,Good To Firm,230.7
364347,Salisbury,1993-05-05,5900,GB,Firm,152.35
375584,Salisbury,1993-05-05,4025,GB,Firm,59.4
384421,Cheltenham,1993-05-05,3300,GB,Good To Firm,250.6
385229,Musselburgh,1993-05-05,3658,GB,Good,160.4
226433,Navan (IRE),1993-05-05,,IE,Good,239.9
226985,Navan (IRE),1993-05-05,,IE,Good,223.5
237335,Chester,1993-05-05,35900,GB,Good To Firm,145.21
247503,Wetherby,1993-05-05,4640,GB,Good To Firm,230.6
254251,Navan (IRE),1993-05-05,,IE,Good To Firm,72.4
255081,Navan (IRE),1993-05-05,,IE,Good,128.5
2757,Salisbury,1993-05-05,8551,GB,Firm,178.39
28302,Navan (IRE),1993-05-05,,IE,Good,302.3
62922,Chester,1993-05-05,12260,GB,Good To Firm,59.94
69112,Musselburgh,1993-05-05,3488,GB,Good,161.2
71770,Chester,1993-05-05,41000,GB,Good To Firm,242.51
99709,Cheltenham,1993-05-05,6300,GB,Good To Firm,420.2
184411,Chester,1993-05-05,7300,GB,Good To Firm,61.22
189864,Wetherby,1993-05-05,3125,GB,Good To Firm,296.7
190034,Musselburgh,1993-05-05,3510,GB,Good,102.1
279031,Chester,1993-05-06,11120,GB,Good To Firm,92
281670,Uttoxeter,1993-05-06,3310,GB,Good To Firm,352.2
282589,Carlisle,1993-05-06,4342,GB,Good,62.4
289648,Chester,1993-05-06,50060,GB,Good To Firm,170.45
292779,Uttoxeter,1993-05-06,2480,GB,Good To Firm,230.4
305276,Chester,1993-05-06,37400,GB,Good To Firm,127.98
311782,Carlisle,1993-05-06,3890,GB,Good,75.8
311882,Sedgefield,1993-05-06,3955,GB,Good To Firm,390.4
336833,Brighton,1993-05-06,3154,GB,Firm,80.4
353852,Brighton,1993-05-06,4490,GB,Firm,68.1
360292,Carlisle,1993-05-06,3698,GB,Good,76.8
371282,Tipperary (IRE),1993-05-06,,IE,Good To Firm,57.6
372019,Sedgefield,1993-05-06,3605,GB,Good To Firm,307.8
373475,Carlisle,1993-05-06,4230,GB,Good,158.3
393797,Uttoxeter,1993-05-06,2585,GB,Good To Firm,317.8
231723,Uttoxeter,1993-05-06,3285,GB,Good To Firm,316.8
236928,Tipperary (IRE),1993-05-06,,IE,Good To Firm,284.2
240210,Brighton,1993-05-06,4305,GB,Firm,149.4
254283,Sedgefield,1993-05-06,2900,GB,Good To Firm,303.5
256910,Sedgefield,1993-05-06,3920,GB,Good To Firm,250
10653,Chester,1993-05-06,10800,GB,Good To Firm,156.44
13797,Chester,1993-05-06,7249,GB,Good To Firm,62.27
19954,Tipperary (IRE),1993-05-06,,IE,Good To Firm,60
103274,Uttoxeter,1993-05-06,2690,GB,Good To Firm,230.7
