rid,course,date,prize,countryCode,condition,winningTime
271018,Exeter,1990-01-01,4409,GB,Soft,398.3
275156,Tramore (IRE),1990-01-01,,IE,Soft,267
282203,Catterick,1990-01-01,3150,GB,Good To Firm,238
298761,Cheltenham,1990-01-01,7700,GB,Good To Firm,243.8
301118,Windsor,1990-01-01,3312,GB,Good,330.7
305074,Leicester,1990-01-01,2400,GB,Good,226.6
307119,Exeter,1990-01-01,2840,GB,Soft,261.2
311645,Southwell (AW),1990-01-01,3030,GB,Standard,76.4
326302,Catterick,1990-01-01,3220,GB,Good To Firm,390.3
326330,Southwell (AW),1990-01-01,3450,GB,Standard,99.3
338528,Windsor,1990-01-01,20900,GB,Good,228.1
350951,Fairyhouse (IRE),1990-01-01,,IE,Yielding,283.9
359801,Cheltenham,1990-01-01,5700,GB,Good To Firm,250.1
385114,Fairyhouse (IRE),1990-01-01,,IE,Yielding,360.39
217419,Leicester,1990-01-01,3680,GB,Good To Firm,256.5
220139,Windsor,1990-01-01,2460,GB,Good,240.7
223266,Exeter,1990-01-01,4270,GB,Soft,292.5
223492,Windsor,1990-01-01,3815,GB,Good To Firm,245.1
226059,Exeter,1990-01-01,2560,GB,Soft,255.6
233657,Exeter,1990-01-01,3840,GB,Soft,257.2
241606,Windsor,1990-01-01,3689,GB,Good To Firm,242.9
244247,Leicester,1990-01-01,2830,GB,Good,355.9
244461,Windsor,1990-01-01,4095,GB,Good To Firm,367.5
246672,Fairyhouse (IRE),1990-01-01,,IE,Yielding,232.2
249578,Tramore (IRE),1990-01-01,,IE,Soft,260.2
253720,Leicester,1990-01-01,4416,GB,Good To Firm,313.6
254856,Catterick,1990-01-01,1880,GB,Good,226.9
1467,Southwell (AW),1990-01-01,3240,GB,Standard,75.5
16841,Southwell (AW),1990-01-01,4120,GB,Standard,97.5
22831,Leicester,1990-01-01,2480,GB,Good,300.2
30382,Cheltenham,1990-01-01,6540,GB,Good To Firm,249.3
3086,Fairyhouse (IRE),1990-01-01,,IE,Yielding,226.6
35062,Exeter,1990-01-01,2420,GB,Soft,264.6
35303,Catterick,1990-01-01,2530,GB,Good To Firm,227
38170,Fairyhouse (IRE),1990-01-01,,IE,Yielding,0
38802,Tramore (IRE),1990-01-01,,IE,Soft,262.5
39216,Southwell (AW),1990-01-01,4040,GB,Standard,87
7364,Tramore (IRE),1990-01-01,,IE,Soft,296.5
68664,Southwell (AW),1990-01-01,3030,GB,Standard,152.6
71125,Leicester,1990-01-01,5351,GB,Good,228.6
84182,Tramore (IRE),1990-01-01,,IE,Soft,267
90146,Cheltenham,1990-01-01,6480,GB,Good To Firm,400.2
93366,Cheltenham,1990-01-01,5840,GB,Good To Firm,317.1
42338,Catterick,1990-01-01,3074,GB,Good To Firm,405
55115,Fairyhouse (IRE),1990-01-01,,IE,Yielding,257.5
55230,Cheltenham,1990-01-01,10030,GB,Good To Firm,529
56909,Tramore (IRE),1990-01-01,,IE,Soft,362.9
193528,Catterick,1990-01-01,2440,GB,Good To Firm,231
274476,Ayr,1990-01-02,10200,GB,Good To Soft,237.5
284351,Ayr,1990-01-02,4360,GB,Good To Soft,311.8
300154,Cheltenham,1990-01-02,8480,GB,Good To Firm,346.3
300298,Ayr,1990-01-02,2925,GB,Good To Soft,340.6
304652,Cheltenham,1990-01-02,7490,GB,Good To Firm,413.8
321857,Southwell (AW),1990-01-02,3390,GB,Standard,76
360301,Cheltenham,1990-01-02,8160,GB,Good To Firm,256.6
379258,Southwell (AW),1990-01-02,3600,GB,Standard,143.5
239514,Southwell (AW),1990-01-02,3876,GB,Standard,75.5
258609,Cheltenham,1990-01-02,9265,GB,Good To Firm,322.2
19187,Ayr,1990-01-02,3569,GB,Good To Soft,249.3
31771,Ayr,1990-01-02,4095,GB,Good To Soft,390
84,Ayr,1990-01-02,3000,GB,Good To Soft,234.7
108907,Cheltenham,1990-01-02,7840,GB,Good To Firm,363.2
89305,Southwell (AW),1990-01-02,3600,GB,Standard,144.2
41130,Southwell (AW),1990-01-02,3450,GB,Standard,186.5
57071,Cheltenham,1990-01-02,5320,GB,Good To Firm,250.2
179614,Southwell (AW),1990-01-02,3600,GB,Standard,98.3
207612,Southwell (AW),1990-01-02,3842,GB,Standard,156.5
266562,Sedgefield,1990-01-03,1880,GB,Good To Soft,326.2
270529,Sedgefield,1990-01-03,3044,GB,Good To Soft,430.4
290727,Ayr,1990-01-03,2900,GB,Soft,231.2
327389,Sedgefield,1990-01-03,3332,GB,Good To Soft,263.2
350105,Lingfield (AW),1990-01-03,3210,GB,Standard,340
351992,Lingfield (AW),1990-01-03,2310,GB,Standard,220.02
355891,Sedgefield,1990-01-03,1880,GB,Good To Soft,435.3
361046,Sedgefield,1990-01-03,2574,GB,Good To Soft,323.5
362062,Ayr,1990-01-03,3955,GB,Good To Soft,328.6
237017,Ayr,1990-01-03,5300,GB,Good To Soft,399.6
247216,Ayr,1990-01-03,2950,GB,Soft,241.3
173401,Sedgefield,1990-01-03,3200,GB,Good To Soft,268.2
108720,Lingfield (AW),1990-01-03,2020,GB,Standard,291.34
67786,Lingfield (AW),1990-01-03,2220,GB,Standard,220.8
80220,Lingfield (AW),1990-01-03,3270,GB,Standard,280.16
44154,Ayr,1990-01-03,2725,GB,Soft,355
180049,Ayr,1990-01-03,2875,GB,Soft,244.9
196539,Lingfield (AW),1990-01-03,2220,GB,Standard,224.27
278868,Thurles (IRE),1990-01-04,,IE,Soft,346.9
306165,Thurles (IRE),1990-01-04,,IE,Soft,236.8
333335,Nottingham,1990-01-04,2840,GB,Soft,344.4
350884,Lingfield (AW),1990-01-04,3300,GB,Standard,155.22
368590,Thurles (IRE),1990-01-04,,IE,Soft,384.1
371428,Lingfield (AW),1990-01-04,3030,GB,Standard,103.83
386023,Lingfield (AW),1990-01-04,3540,GB,Standard,129.05
258817,Thurles (IRE),1990-01-04,,IE,Soft,238.9
12356,Thurles (IRE),1990-01-04,,IE,Soft,278
34574,Lingfield (AW),1990-01-04,3781,GB,Standard,85.76
104001,Thurles (IRE),1990-01-04,,IE,Soft,247.9
66881,Nottingham,1990-01-04,4920,GB,Soft,340.6
51710,Nottingham,1990-01-04,6150,GB,Good,344
185081,Nottingham,1990-01-04,3600,GB,Good,347.1
186499,Nottingham,1990-01-04,2660,GB,Soft,255.6
192124,Lingfield (AW),1990-01-04,3120,GB,Standard,92.5
195367,Nottingham,1990-01-04,4920,GB,Good,448.6
214260,Lingfield (AW),1990-01-04,3510,GB,Standard,72.6
278517,Southwell (AW),1990-01-05,2440,GB,Standard,227.8
280110,Haydock,1990-01-05,4860,GB,Soft,331
290580,Southwell (AW),1990-01-05,2120,GB,Standard,297.4
313504,Musselburgh,1990-01-05,2340,GB,Good,232
330059,Musselburgh,1990-01-05,3080,GB,Good,368.5
336888,Musselburgh,1990-01-05,2260,GB,Good,289
338561,Folkestone,1990-01-05,1880,GB,Good To Soft,264.3
339492,Haydock,1990-01-05,3025,GB,Soft,395
350987,Folkestone,1990-01-05,3615,GB,Good,334.2
356320,Haydock,1990-01-05,3710,GB,Soft,250.1
229531,Southwell (AW),1990-01-05,2354,GB,Standard,236
239727,Folkestone,1990-01-05,1880,GB,Good To Soft,265.1
253856,Musselburgh,1990-01-05,2940,GB,Good,240.8
11533,Southwell (AW),1990-01-05,2464,GB,Standard,292.9
16161,Haydock,1990-01-05,4680,GB,Soft,410
36838,Folkestone,1990-01-05,2460,GB,Good To Soft,354.9
61960,Musselburgh,1990-01-05,2375,GB,Good,223.9
40573,Folkestone,1990-01-05,3488,GB,Good,0
40688,Southwell (AW),1990-01-05,2220,GB,Standard,227
41720,Haydock,1990-01-05,5050,GB,Soft,265.6
49804,Haydock,1990-01-05,3278,GB,Soft,248.6
53723,Musselburgh,1990-01-05,2754,GB,Good,241.2
56597,Southwell (AW),1990-01-05,2200,GB,Standard,352.5
193491,Musselburgh,1990-01-05,2140,GB,Good,229.7
200729,Folkestone,1990-01-05,3720,GB,Good,328.8
268655,Southwell (AW),1990-01-06,3150,GB,Standard,101.5
273737,Market Rasen,1990-01-06,3174,GB,Good To Soft,254.7
274009,Naas (IRE),1990-01-06,,IE,Soft,244.2
301649,Haydock,1990-01-06,2883,GB,Heavy,371
302486,Haydock,1990-01-06,10601,GB,Heavy,350
319318,Haydock,1990-01-06,5500,GB,Heavy,329.4
348469,Naas (IRE),1990-01-06,,IE,Soft,242.9
349917,Southwell (AW),1990-01-06,4027,GB,Standard,58.6
382626,Southwell (AW),1990-01-06,3510,GB,Standard,89
383818,Market Rasen,1990-01-06,6049,GB,Good To Soft,400
387568,Sandown,1990-01-06,21800,GB,Good,456.7
396914,Naas (IRE),1990-01-06,,IE,Soft,246.5
218875,Southwell (AW),1990-01-06,3180,GB,Standard,101.1
233874,Sandown,1990-01-06,11899,GB,Good,243.4
241160,Naas (IRE),1990-01-06,,IE,Soft,290.6
260528,Market Rasen,1990-01-06,3751,GB,Good To Soft,274
18256,Naas (IRE),1990-01-06,,IE,Soft,316.4
35061,Sandown,1990-01-06,8150,GB,Good,240.8
37425,Haydock,1990-01-06,5499,GB,Heavy,359.5
9571,Sandown,1990-01-06,4511,GB,Good,247.1
103723,Sandown,1990-01-06,6520,GB,Good,308
80905,Sandown,1990-01-06,5340,GB,Good,329.4
89600,Southwell (AW),1990-01-06,3360,GB,Standard,89.2
90404,Naas (IRE),1990-01-06,,IE,Soft,312.6
96835,Southwell (AW),1990-01-06,3330,GB,Standard,183.5
54479,Market Rasen,1990-01-06,2760,GB,Good To Soft,368.2
177575,Market Rasen,1990-01-06,4704,GB,Good To Soft,354.9
197775,Haydock,1990-01-06,4769,GB,Heavy,427.5
201613,Haydock,1990-01-06,2815,GB,Heavy,256.4
206856,Market Rasen,1990-01-06,2460,GB,Good To Soft,261.6
211645,Naas (IRE),1990-01-06,,IE,Soft,239.6
274127,Chepstow,1990-01-08,2580,GB,Soft,311.9
303358,Lingfield (AW),1990-01-08,2380,GB,Standard,227.62
305305,Lingfield (AW),1990-01-08,2375,GB,Standard,219.47
321328,Wolverhampton,1990-01-08,4064,GB,Good,301.3
344921,Lingfield (AW),1990-01-08,2354,GB,Standard,284.31
364401,Wolverhampton,1990-01-08,2720,GB,Good,236.1
364646,Wolverhampton,1990-01-08,3776,GB,Good,238.6
377272,Chepstow,1990-01-08,2720,GB,Soft,309.4
222802,Lingfield (AW),1990-01-08,2120,GB,Standard,285.3
233033,Chepstow,1990-01-08,3329,GB,Soft,263.4
252682,Wolverhampton,1990-01-08,2600,GB,Good,234.5
260118,Wolverhampton,1990-01-08,2520,GB,Good,229
34311,Lingfield (AW),1990-01-08,2280,GB,Standard,221.38
101285,Chepstow,1990-01-08,4360,GB,Soft,259.7
109837,Wolverhampton,1990-01-08,4600,GB,Good,383.6
82508,Lingfield (AW),1990-01-08,2280,GB,Standard,282.1
185878,Chepstow,1990-01-08,5951,GB,Soft,490.1
204666,Chepstow,1990-01-08,3600,GB,Soft,315.1
322803,Lingfield (AW),1990-01-09,3450,GB,Standard,154.92
346522,Leicester,1990-01-09,4736,GB,Good,363.6
350133,Newton Abbot,1990-01-09,4580,GB,Heavy,428.6
350144,Newton Abbot,1990-01-09,3340,GB,Heavy,264.3
352310,Leicester,1990-01-09,4000,GB,Good,256.8
361213,Newton Abbot,1990-01-09,3060,GB,Heavy,352.2
365904,Lingfield (AW),1990-01-09,3150,GB,Standard,61.52
379220,Lingfield (AW),1990-01-09,3240,GB,Standard,73.52
215614,Newton Abbot,1990-01-09,2920,GB,Heavy,262.4
221491,Leicester,1990-01-09,1880,GB,Good,235.9
226539,Newton Abbot,1990-01-09,4740,GB,Heavy,339.4
67989,Lingfield (AW),1990-01-09,3852,GB,Standard,127.38
71479,Newton Abbot,1990-01-09,2440,GB,Heavy,257.7
86511,Leicester,1990-01-09,3060,GB,Good,236.7
45155,Leicester,1990-01-09,4360,GB,Good,310.6
179340,Lingfield (AW),1990-01-09,3480,GB,Standard,85.75
186480,Lingfield (AW),1990-01-09,3240,GB,Standard,72.48
201081,Leicester,1990-01-09,1880,GB,Good,240.4
266747,Plumpton,1990-01-10,1880,GB,Soft,223.4
283622,Plumpton,1990-01-10,3330,GB,Soft,405.3
289215,Kelso,1990-01-10,3240,GB,Good To Soft,378.5
293363,Kelso,1990-01-10,2160,GB,Good To Soft,185.1
303920,Kelso,1990-01-10,2320,GB,Good To Soft,244.4
306813,Southwell (AW),1990-01-10,2472,GB,Standard,231.3
323987,Punchestown (IRE),1990-01-10,,IE,Heavy,243.3
325750,Southwell (AW),1990-01-10,2220,GB,Standard,259.8
328379,Kelso,1990-01-10,3248,GB,Good To Soft,264.3
392823,Plumpton,1990-01-10,3584,GB,Soft,328.3
233100,Kelso,1990-01-10,2460,GB,Good To Soft,348.3
238715,Southwell (AW),1990-01-10,2160,GB,Standard,293.4
240081,Kelso,1990-01-10,2340,GB,Good To Soft,182
244650,Punchestown (IRE),1990-01-10,,IE,Heavy,249.9
246328,Plumpton,1990-01-10,2943,GB,Soft,250.5
7189,Plumpton,1990-01-10,2440,GB,Soft,308.5
176776,Plumpton,1990-01-10,1880,GB,Soft,225.1
101303,Southwell (AW),1990-01-10,2375,GB,Standard,302.2
63065,Punchestown (IRE),1990-01-10,,IE,Heavy,253.9
67384,Southwell (AW),1990-01-10,2160,GB,Standard,229.8
75450,Punchestown (IRE),1990-01-10,,IE,Heavy,355.5
77634,Kelso,1990-01-10,3220,GB,Good To Soft,389.3
45285,Southwell (AW),1990-01-10,2320,GB,Standard,232.6
52425,Punchestown (IRE),1990-01-10,,IE,Heavy,238.7
192594,Punchestown (IRE),1990-01-10,,IE,Heavy,336.2
194705,Punchestown (IRE),1990-01-10,,IE,Heavy,431.1
211981,Kelso,1990-01-10,2553,GB,Good To Soft,272.4
271549,Wincanton,1990-01-11,5500,GB,Good,316.2
343502,Punchestown (IRE),1990-01-11,,IE,Heavy,279
350036,Southwell (AW),1990-01-11,3240,GB,Standard,101.4
361031,Southwell (AW),1990-01-11,3150,GB,Standard,91.5
368925,Southwell (AW),1990-01-11,3877,GB,Standard,99.6
381912,Punchestown (IRE),1990-01-11,,IE,Heavy,243.3
394824,Wincanton,1990-01-11,2680,GB,Good,226.6
224285,Wincanton,1990-01-11,2660,GB,Good,224.1
261068,Southwell (AW),1990-01-11,3600,GB,Standard,144.5
34519,Wincanton,1990-01-11,3300,GB,Good,320.1
34775,Wincanton,1990-01-11,2720,GB,Good,226.3
9961,Punchestown (IRE),1990-01-11,,IE,Heavy,244.7
65732,Punchestown (IRE),1990-01-11,,IE,Heavy,245.7
73238,Punchestown (IRE),1990-01-11,,IE,Heavy,246.9
91818,Wincanton,1990-01-11,4000,GB,Good,392.4
41513,Southwell (AW),1990-01-11,3540,GB,Standard,172.9
47528,Wincanton,1990-01-11,3455,GB,Good,237.2
196834,Punchestown (IRE),1990-01-11,,IE,Heavy,269.2
200167,Southwell (AW),1990-01-11,3810,GB,Standard,88.4
299436,Ascot,1990-01-12,17100,GB,Good,373.2
317082,Musselburgh,1990-01-12,1880,GB,Good,229.9
331006,Wetherby,1990-01-12,3025,GB,Good To Soft,233.5
362477,Musselburgh,1990-01-12,2420,GB,Good,225
367488,Wetherby,1990-01-12,2700,GB,Good To Soft,237.2
375619,Musselburgh,1990-01-12,2943,GB,Good,365.7
394336,Ascot,1990-01-12,4240,GB,Good,295.8
400917,Lingfield (AW),1990-01-12,2080,GB,Standard,282.13
216976,Lingfield (AW),1990-01-12,2160,GB,Standard,222.29
219744,Musselburgh,1990-01-12,2220,GB,Good,360.4
237510,Wetherby,1990-01-12,4129,GB,Good To Soft,399.8
241200,Lingfield (AW),1990-01-12,2140,GB,Standard,222.41
250327,Ascot,1990-01-12,21960,GB,Good,234.1
263931,Wetherby,1990-01-12,2560,GB,Good To Soft,233.5
15534,Lingfield (AW),1990-01-12,2320,GB,Standard,220.4
9543,Ascot,1990-01-12,5080,GB,Good,235.8
173916,Wetherby,1990-01-12,3300,GB,Good To Soft,333.2
84373,Musselburgh,1990-01-12,3090,GB,Good,301.5
84918,Wetherby,1990-01-12,4160,GB,Good To Soft,408.8
89775,Lingfield (AW),1990-01-12,3120,GB,Standard,216.9
93407,Lingfield (AW),1990-01-12,2160,GB,Standard,293.48
93567,Wetherby,1990-01-12,2640,GB,Good To Soft,313.7
94501,Ascot,1990-01-12,6240,GB,Good,239.9
51938,Ascot,1990-01-12,15471,GB,Good,341
179889,Musselburgh,1990-01-12,2200,GB,Good,296.1
288307,Leopardstown (IRE),1990-01-13,,IE,Good To Yielding,255.99
304477,Newcastle,1990-01-13,5300,GB,Good,480.8
316421,Lingfield (AW),1990-01-13,3060,GB,Standard,60.6
320959,Warwick,1990-01-13,4380,GB,Good To Soft,312.6
322853,Lingfield (AW),1990-01-13,3600,GB,Standard,128.94
329178,Newcastle,1990-01-13,4400,GB,Good,304.2
332113,Warwick,1990-01-13,6720,GB,Good To Soft,314.1
340424,Market Rasen,1990-01-13,5951,GB,Good To Soft,359.1
351508,Newcastle,1990-01-13,3696,GB,Good,312.3
352446,Leopardstown (IRE),1990-01-13,,IE,Good To Yielding,233.8
352862,Warwick,1990-01-13,1880,GB,Good To Soft,238
358130,Market Rasen,1990-01-13,2820,GB,Good To Soft,265.3
358144,Warwick,1990-01-13,6480,GB,Good To Soft,410.8
367256,Warwick,1990-01-13,4440,GB,Good To Soft,249.8
373308,Market Rasen,1990-01-13,2875,GB,Good To Soft,369.5
383286,Lingfield (AW),1990-01-13,3300,GB,Standard,131.45
383291,Ascot,1990-01-13,45751,GB,Good,235.6
385404,Newcastle,1990-01-13,2400,GB,Good,301.7
226076,Lingfield (AW),1990-01-13,3420,GB,Standard,99.52
231414,Ascot,1990-01-13,5040,GB,Good,247.4
243622,Lingfield (AW),1990-01-13,4784,GB,Standard,167.17
249886,Newcastle,1990-01-13,3849,GB,Good,253.2
25906,Lingfield (AW),1990-01-13,3888,GB,Standard,72.32
30772,Market Rasen,1990-01-13,3375,GB,Good To Soft,411.8
175729,Warwick,1990-01-13,2540,GB,Good To Soft,230.2
176445,Ascot,1990-01-13,11000,GB,Good,385.2
72086,Leopardstown (IRE),1990-01-13,,IE,Good To Yielding,227.1
75765,Warwick,1990-01-13,2920,GB,Good To Soft,234
78911,Market Rasen,1990-01-13,2760,GB,Good To Soft,326
80730,Leopardstown (IRE),1990-01-13,,IE,Good To Yielding,239.4
85445,Newcastle,1990-01-13,3480,GB,Good,301.6
87932,Market Rasen,1990-01-13,2600,GB,Good To Soft,262.2
45972,Leopardstown (IRE),1990-01-13,,IE,Good To Yielding,237.9
183736,Leopardstown (IRE),1990-01-13,,IE,Good To Yielding,358.9
187424,Ascot,1990-01-13,5000,GB,Good,297.9
201370,Newcastle,1990-01-13,2520,GB,Good,243.4
206089,Leopardstown (IRE),1990-01-13,,IE,Good To Yielding,342.2
208268,Market Rasen,1990-01-13,4860,GB,Good To Soft,282.6
208425,Ascot,1990-01-13,6200,GB,Good,235
210492,Ascot,1990-01-13,12720,GB,Good,297.2
281295,Fontwell,1990-01-15,5849,GB,Good To Soft,305.8
288493,Carlisle,1990-01-15,2380,GB,Good,274.3
313406,Fontwell,1990-01-15,1880,GB,Good To Soft,271.7
328571,Southwell (AW),1990-01-15,2280,GB,Standard,239.5
329448,Southwell (AW),1990-01-15,2500,GB,Standard,228.4
344347,Carlisle,1990-01-15,3780,GB,Good,329.8
349096,Fontwell,1990-01-15,2684,GB,Good To Soft,275.5
351321,Southwell (AW),1990-01-15,2300,GB,Standard,304.1
364827,Carlisle,1990-01-15,2600,GB,Good,265.7
376138,Carlisle,1990-01-15,3380,GB,Good,323.8
227130,Southwell (AW),1990-01-15,2375,GB,Standard,297.2
232324,Southwell (AW),1990-01-15,2160,GB,Standard,289.1
22784,Carlisle,1990-01-15,2620,GB,Good,266.7
73399,Southwell (AW),1990-01-15,2507,GB,Standard,229.4
76740,Fontwell,1990-01-15,3050,GB,Good To Soft,446.7
86292,Carlisle,1990-01-15,3900,GB,Good,389
46550,Fontwell,1990-01-15,2440,GB,Good To Soft,278.9
185374,Fontwell,1990-01-15,3630,GB,Good To Soft,278.3
302213,Southwell (AW),1990-01-16,3480,GB,Standard,58.9
329151,Folkestone,1990-01-16,3000,GB,Soft,362.4
332435,Worcester,1990-01-16,2600,GB,Soft,333.1
334019,Folkestone,1990-01-16,2862,GB,Soft,340.7
336442,Worcester,1990-01-16,4680,GB,Soft,366.5
355043,Folkestone,1990-01-16,4800,GB,Soft,411.5
364923,Southwell (AW),1990-01-16,3842,GB,Standard,220.9
390156,Sedgefield,1990-01-16,2400,GB,Good,258.9
215145,Worcester,1990-01-16,3648,GB,Soft,371
218903,Folkestone,1990-01-16,3456,GB,Soft,353.4
219749,Southwell (AW),1990-01-16,3774,GB,Standard,89.8
220124,Worcester,1990-01-16,2600,GB,Soft,332.2
249701,Sedgefield,1990-01-16,2500,GB,Good,265.3
260695,Southwell (AW),1990-01-16,3030,GB,Standard,103.2
17557,Folkestone,1990-01-16,1880,GB,Good To Soft,274.4
176835,Worcester,1990-01-16,2691,GB,Soft,245.2
63242,Sedgefield,1990-01-16,2916,GB,Good,260.5
70482,Southwell (AW),1990-01-16,3330,GB,Standard,76.8
73323,Sedgefield,1990-01-16,3640,GB,Good,323.5
88582,Sedgefield,1990-01-16,3276,GB,Good,436
95976,Sedgefield,1990-01-16,1880,GB,Good,320.3
44897,Sedgefield,1990-01-16,2508,GB,Good,319.2
178637,Folkestone,1990-01-16,4711,GB,Soft,342.3
193097,Southwell (AW),1990-01-16,3750,GB,Standard,144.8
193791,Folkestone,1990-01-16,2300,GB,Soft,273.8
204417,Worcester,1990-01-16,3420,GB,Soft,247.2
271907,Ludlow,1990-01-17,1880,GB,Good To Firm,224.5
305662,Lingfield (AW),1990-01-17,3240,GB,Standard,222.43
317617,Lingfield (AW),1990-01-17,2400,GB,Standard,226.54
339495,Lingfield (AW),1990-01-17,2280,GB,Standard,286.38
350711,Windsor,1990-01-17,2952,GB,Good,238.1
358645,Windsor,1990-01-17,3672,GB,Good To Firm,248.5
374493,Ludlow,1990-01-17,4580,GB,Good To Firm,304.8
378589,Windsor,1990-01-17,2600,GB,Good,235.9
228268,Ludlow,1990-01-17,3060,GB,Good To Firm,222.3
231572,Windsor,1990-01-17,3809,GB,Good To Firm,373.2
236410,Ludlow,1990-01-17,2580,GB,Good To Firm,225.9
256600,Lingfield (AW),1990-01-17,2443,GB,Standard,0
30539,Lingfield (AW),1990-01-17,2180,GB,Standard,287.87
69418,Ludlow,1990-01-17,3120,GB,Good To Firm,304.9
75572,Ludlow,1990-01-17,2860,GB,Good To Firm,222.8
46148,Lingfield (AW),1990-01-17,2240,GB,Standard,221.36
48341,Windsor,1990-01-17,4095,GB,Good To Firm,323.9
186637,Ludlow,1990-01-17,5060,GB,Good To Firm,361.8
205151,Windsor,1990-01-17,2440,GB,Good,238.4
304337,Gowran Park (IRE),1990-01-18,,IE,Soft,281.2
305293,Lingfield (AW),1990-01-18,3330,GB,Standard,87.08
320239,Gowran Park (IRE),1990-01-18,,IE,Soft,258.1
335705,Lingfield (AW),1990-01-18,3300,GB,Standard,154.9
355047,Lingfield (AW),1990-01-18,4400,GB,Standard,126.34
374604,Gowran Park (IRE),1990-01-18,,IE,Soft,287.6
383273,Gowran Park (IRE),1990-01-18,,IE,Soft,279
229706,Newton Abbot,1990-01-18,2220,GB,Heavy,258.4
238268,Newton Abbot,1990-01-18,2900,GB,Heavy,433.7
242105,Lingfield (AW),1990-01-18,3390,GB,Standard,208.88
247272,Newton Abbot,1990-01-18,2300,GB,Heavy,266.3
38118,Gowran Park (IRE),1990-01-18,,IE,Soft,365.3
5340,Newton Abbot,1990-01-18,2200,GB,Heavy,265.2
5933,Lingfield (AW),1990-01-18,3743,GB,Standard,88.12
173448,Newton Abbot,1990-01-18,4360,GB,Heavy,426
71591,Gowran Park (IRE),1990-01-18,,IE,Soft,288.1
46012,Newton Abbot,1990-01-18,3500,GB,Heavy,265.1
197542,Gowran Park (IRE),1990-01-18,,IE,Soft,429.4
201994,Lingfield (AW),1990-01-18,3210,GB,Standard,73.99
273252,Kempton,1990-01-19,2540,GB,Good,233.2
285926,Towcester,1990-01-19,2380,GB,Good To Firm,240.1
292365,Kempton,1990-01-19,4840,GB,Good,370.2
313179,Southwell (AW),1990-01-19,2080,GB,Standard,232.3
327034,Towcester,1990-01-19,2960,GB,Good To Firm,236.3
327376,Catterick,1990-01-19,2508,GB,Good To Firm,226.1
341001,Southwell (AW),1990-01-19,2440,GB,Standard,233.3
353066,Southwell (AW),1990-01-19,2333,GB,Standard,238.4
362444,Kempton,1990-01-19,3340,GB,Good To Firm,370.2
374574,Towcester,1990-01-19,3904,GB,Good To Firm,347.7
387773,Towcester,1990-01-19,4200,GB,Good To Firm,391.8
388757,Kempton,1990-01-19,5380,GB,Good,233
396346,Catterick,1990-01-19,3050,GB,Good To Firm,247.3
399342,Towcester,1990-01-19,2600,GB,Good To Firm,243.8
245890,Catterick,1990-01-19,3240,GB,Good To Firm,435.4
247967,Southwell (AW),1990-01-19,2392,GB,Standard,294.6
250654,Kempton,1990-01-19,4960,GB,Good,314
263927,Catterick,1990-01-19,3387,GB,Good To Firm,397.1
13892,Kempton,1990-01-19,2880,GB,Good,232.5
9969,Towcester,1990-01-19,3160,GB,Good To Firm,243.7
174288,Catterick,1990-01-19,2200,GB,Good To Firm,234
103754,Towcester,1990-01-19,3630,GB,Good To Firm,252.5
75328,Southwell (AW),1990-01-19,2247,GB,Standard,260.1
206075,Southwell (AW),1990-01-19,2000,GB,Standard,302.3
210157,Catterick,1990-01-19,1880,GB,Good To Firm,234
276734,Kempton,1990-01-20,5400,GB,Good,370.2
291907,Kempton,1990-01-20,5400,GB,Good,308.4
298087,Navan (IRE),1990-01-20,,IE,Heavy,362.8
302467,Catterick,1990-01-20,1880,GB,Good To Firm,382.5
304420,Navan (IRE),1990-01-20,,IE,Heavy,380.5
317881,Kempton,1990-01-20,12360,GB,Good,309
318334,Navan (IRE),1990-01-20,,IE,Heavy,261
329457,Warwick,1990-01-20,4200,GB,Good To Soft,249.5
350155,Kempton,1990-01-20,3660,GB,Good,314.1
360352,Warwick,1990-01-20,4165,GB,Good To Soft,319.9
371826,Kempton,1990-01-20,22769,GB,Good,230
376284,Warwick,1990-01-20,4200,GB,Good To Soft,321.2
379030,Haydock,1990-01-20,4280,GB,Soft,264.5
227707,Southwell (AW),1990-01-20,3330,GB,Standard,101
236193,Warwick,1990-01-20,9440,GB,Good To Soft,453.1
237793,Haydock,1990-01-20,2443,GB,Soft,258.5
240057,Catterick,1990-01-20,3330,GB,Good To Firm,237.4
247523,Catterick,1990-01-20,2640,GB,Good To Firm,226.9
249950,Haydock,1990-01-20,5050,GB,Soft,261
255825,Catterick,1990-01-20,2620,GB,Good To Firm,231.4
1282,Warwick,1990-01-20,1880,GB,Good To Soft,233.5
17931,Navan (IRE),1990-01-20,,IE,Heavy,287.1
37151,Southwell (AW),1990-01-20,3774,GB,Standard,88.9
174756,Warwick,1990-01-20,5751,GB,Good To Soft,234.1
63327,Navan (IRE),1990-01-20,,IE,Heavy,256.8
69692,Catterick,1990-01-20,3240,GB,Good To Firm,390.1
69935,Southwell (AW),1990-01-20,3840,GB,Standard,100.3
74194,Southwell (AW),1990-01-20,3120,GB,Standard,60.3
88746,Navan (IRE),1990-01-20,,IE,Heavy,289.4
94880,Catterick,1990-01-20,3192,GB,Good To Firm,236.4
40286,Southwell (AW),1990-01-20,3944,GB,Standard,156.8
47016,Catterick,1990-01-20,2485,GB,Good To Firm,384.5
52380,Southwell (AW),1990-01-20,3330,GB,Standard,89.8
56449,Warwick,1990-01-20,5775,GB,Good To Soft,305.3
