rid,course,date,prize,countryCode,year
187603,Perth,2005-06-30,12960,GB,2005
204186,Tipperary (IRE),2005-06-30,19280,IE,2005
214359,Perth,2005-06-30,6584,GB,2005
274595,Sandown,2005-07-01,21261,GB,2005
275821,Limerick (IRE),2005-07-01,48200,IE,2005
277555,Haydock,2005-07-01,9012,GB,2005
285507,Sandown,2005-07-01,28000,GB,2005
288912,Sandown,2005-07-01,15040,GB,2005
290710,Wolverhampton (AW),2005-07-01,4450,GB,2005
306111,Beverley,2005-07-01,5379,GB,2005
312754,Beverley,2005-07-01,10568,GB,2005
318081,Hamburg (GER),2005-07-01,21276,GER,2005
338924,Bellewstown (IRE),2005-07-01,10604,IE,2005
361108,Wolverhampton (AW),2005-07-01,4345,GB,2005
373541,Sandown,2005-07-01,23500,GB,2005
377973,Limerick (IRE),2005-07-01,24100,IE,2005
382803,Wolverhampton (AW),2005-07-01,4525,GB,2005
386695,Beverley,2005-07-01,6291,GB,2005
397836,Beverley,2005-07-01,8560,GB,2005
398364,Bellewstown (IRE),2005-07-01,8676,IE,2005
221188,Limerick (IRE),2005-07-01,19280,IE,2005
236727,Limerick (IRE),2005-07-01,8676,IE,2005
246512,Haydock,2005-07-01,10848,GB,2005
250879,Bellewstown (IRE),2005-07-01,8676,IE,2005
252643,Haydock,2005-07-01,5663,GB,2005
162,Bellewstown (IRE),2005-07-01,8676,IE,2005
19939,Wolverhampton (AW),2005-07-01,5616,GB,2005
37299,Haydock,2005-07-01,5708,GB,2005
6581,Limerick (IRE),2005-07-01,14942,IE,2005
173605,Wolverhampton (AW),2005-07-01,5316,GB,2005
174309,Hamburg (GER),2005-07-01,35461,GER,2005
101817,Bellewstown (IRE),2005-07-01,8676,IE,2005
102923,Bellewstown (IRE),2005-07-01,8676,IE,2005
82276,Wolverhampton (AW),2005-07-01,4225,GB,2005
87567,Bellewstown (IRE),2005-07-01,8676,IE,2005
92049,Beverley,2005-07-01,7444,GB,2005
94253,Beverley,2005-07-01,7689,GB,2005
46135,Haydock,2005-07-01,5740,GB,2005
49049,Sandown,2005-07-01,8600,GB,2005
177414,Limerick (IRE),2005-07-01,13496,IE,2005
181604,Bellewstown (IRE),2005-07-01,10604,IE,2005
187896,Haydock,2005-07-01,5249,GB,2005
188445,Sandown,2005-07-01,10889,GB,2005
214412,Limerick (IRE),2005-07-01,12532,IE,2005
266511,Beverley,2005-07-02,19460,GB,2005
267035,Nottingham,2005-07-02,3810,GB,2005
276931,Hamburg (GER),2005-07-02,52837,GER,2005
278123,Haydock,2005-07-02,15431,GB,2005
285990,Leopardstown (IRE),2005-07-02,16870,IE,2005
299486,Leopardstown (IRE),2005-07-02,16870,IE,2005
303267,Carlisle,2005-07-02,4276,GB,2005
305610,Exeter (gb) (ARAB),2005-07-02,400,ARAB,2005
308979,Carlisle,2005-07-02,5151,GB,2005
309311,Limerick (IRE),2005-07-02,27956,IE,2005
310153,Exeter (gb) (ARAB),2005-07-02,400,ARAB,2005
311346,Haydock,2005-07-02,5916,GB,2005
314820,Sandown,2005-07-02,28000,GB,2005
316797,Sandown,2005-07-02,13146,GB,2005
321472,Leopardstown (IRE),2005-07-02,14460,IE,2005
323690,Nottingham,2005-07-02,5300,GB,2005
344449,Leopardstown (IRE),2005-07-02,14460,IE,2005
345582,Leicester,2005-07-02,8788,GB,2005
346128,Limerick (IRE),2005-07-02,14942,IE,2005
354603,Haydock,2005-07-02,18550,GB,2005
355358,Nottingham,2005-07-02,11111,GB,2005
361102,Beverley,2005-07-02,8472,GB,2005
362802,Haydock,2005-07-02,27580,GB,2005
367480,Leicester,2005-07-02,6344,GB,2005
368620,Exeter (gb) (ARAB),2005-07-02,400,ARAB,2005
381863,Sandown,2005-07-02,50000,GB,2005
391729,Limerick (IRE),2005-07-02,10604,IE,2005
392771,Limerick (IRE),2005-07-02,12532,IE,2005
395411,Beverley,2005-07-02,5436,GB,2005
399400,Limerick (IRE),2005-07-02,16388,IE,2005
216962,Beverley,2005-07-02,8888,GB,2005
226758,Sandown,2005-07-02,15064,GB,2005
227348,Belmont Park (USA),2005-07-02,32786,US,2005
231110,Leicester,2005-07-02,11416,GB,2005
232334,Sandown,2005-07-02,400000,GB,2005
232677,Beverley,2005-07-02,10664,GB,2005
233479,Limerick (IRE),2005-07-02,12532,IE,2005
240549,Beverley,2005-07-02,7480,GB,2005
242505,Exeter (gb) (ARAB),2005-07-02,400,ARAB,2005
252555,Haydock,2005-07-02,90000,GB,2005
254925,Beverley,2005-07-02,5256,GB,2005
257663,Exeter (gb) (ARAB),2005-07-02,400,ARAB,2005
263061,Carlisle,2005-07-02,4280,GB,2005
23977,Leopardstown (IRE),2005-07-02,16870,IE,2005
8918,Sandown,2005-07-02,100000,GB,2005
100567,Nottingham,2005-07-02,5631,GB,2005
108349,Belmont Park (USA),2005-07-02,130208,US,2005
60872,Sandown,2005-07-02,28000,GB,2005
75161,Leopardstown (IRE),2005-07-02,14460,IE,2005
82663,Carlisle,2005-07-02,5461,GB,2005
89916,Carlisle,2005-07-02,5284,GB,2005
95641,Belmont Park (USA),2005-07-02,256945,US,2005
42998,Haydock,2005-07-02,5620,GB,2005
49125,Carlisle,2005-07-02,10471,GB,2005
58772,Leicester,2005-07-02,12840,GB,2005
178470,Nottingham,2005-07-02,3864,GB,2005
183882,Leicester,2005-07-02,8540,GB,2005
189677,Haydock,2005-07-02,75000,GB,2005
191131,Exeter (gb) (ARAB),2005-07-02,1060,ARAB,2005
204202,Leicester,2005-07-02,4190,GB,2005
208159,Leopardstown (IRE),2005-07-02,86400,IE,2005
211216,Nottingham,2005-07-02,5581,GB,2005
213704,Limerick (IRE),2005-07-02,10604,IE,2005
285820,Hollywood Park (USA),2005-07-03,390626,US,2005
351481,Market Rasen,2005-07-03,6040,GB,2005
367376,Market Rasen,2005-07-03,7600,GB,2005
390445,Chantilly (FR),2005-07-03,53192,FR,2005
393161,Chantilly (FR),2005-07-03,283688,FR,2005
220372,Market Rasen,2005-07-03,3280,GB,2005
227917,Market Rasen,2005-07-03,5920,GB,2005
30520,Brighton,2005-07-03,6300,GB,2005
35756,Chantilly (FR),2005-07-03,53192,FR,2005
39564,Hamburg (GER),2005-07-03,358156,GER,2005
6082,Brighton,2005-07-03,4230,GB,2005
8323,Brighton,2005-07-03,4546,GB,2005
97943,Brighton,2005-07-03,6404,GB,2005
52975,Market Rasen,2005-07-03,4920,GB,2005
54488,Brighton,2005-07-03,4110,GB,2005
211726,Market Rasen,2005-07-03,5800,GB,2005
213932,Brighton,2005-07-03,4250,GB,2005
289089,Musselburgh,2005-07-04,4300,GB,2005
307197,Roscommon (IRE),2005-07-04,7712,IE,2005
309038,Windsor,2005-07-04,7900,GB,2005
314964,Ripon,2005-07-04,9384,GB,2005
343728,Windsor,2005-07-04,5569,GB,2005
350638,Ripon,2005-07-04,4144,GB,2005
381935,Belmont Park (USA),2005-07-04,77863,US,2005
385858,Musselburgh,2005-07-04,4234,GB,2005
395122,Bath,2005-07-04,6319,GB,2005
231249,Bath,2005-07-04,5896,GB,2005
233507,Musselburgh,2005-07-04,4160,GB,2005
242921,Windsor,2005-07-04,5543,GB,2005
248334,Bath,2005-07-04,6521,GB,2005
261943,Roscommon (IRE),2005-07-04,24100,IE,2005
12613,Ripon,2005-07-04,6312,GB,2005
31785,Roscommon (IRE),2005-07-04,13496,IE,2005
174930,Bath,2005-07-04,3630,GB,2005
175499,Musselburgh,2005-07-04,4279,GB,2005
61380,Windsor,2005-07-04,8300,GB,2005
64210,Roscommon (IRE),2005-07-04,7712,IE,2005
97063,Roscommon (IRE),2005-07-04,12532,IE,2005
40377,Windsor,2005-07-04,5465,GB,2005
43226,Bath,2005-07-04,5764,GB,2005
46852,Ripon,2005-07-04,6204,GB,2005
52606,Musselburgh,2005-07-04,6740,GB,2005
184603,Musselburgh,2005-07-04,12468,GB,2005
186774,Ripon,2005-07-04,6294,GB,2005
189965,Ripon,2005-07-04,13124,GB,2005
193977,Roscommon (IRE),2005-07-04,10604,IE,2005
198852,Bath,2005-07-04,3781,GB,2005
199984,Windsor,2005-07-04,10739,GB,2005
207316,Roscommon (IRE),2005-07-04,7712,IE,2005
265527,Newmarket (July),2005-07-05,14080,GB,2005
268620,Wolverhampton (AW),2005-07-05,3760,GB,2005
271640,Roscommon (IRE),2005-07-05,7712,IE,2005
280817,Roscommon (IRE),2005-07-05,7712,IE,2005
280886,Pontefract,2005-07-05,5360,GB,2005
282613,Uttoxeter,2005-07-05,7496,GB,2005
299660,Pontefract,2005-07-05,7480,GB,2005
305977,Roscommon (IRE),2005-07-05,9640,IE,2005
308071,Newmarket (July),2005-07-05,19608,GB,2005
320558,Newmarket (July),2005-07-05,12871,GB,2005
321997,Pontefract,2005-07-05,8951,GB,2005
325181,Pontefract,2005-07-05,7340,GB,2005
349652,Newmarket (July),2005-07-05,21055,GB,2005
353131,Wolverhampton (AW),2005-07-05,6321,GB,2005
384916,Uttoxeter,2005-07-05,5996,GB,2005
385959,Roscommon (IRE),2005-07-05,12050,IE,2005
232466,Pontefract,2005-07-05,16280,GB,2005
243544,Pontefract,2005-07-05,7660,GB,2005
245521,Wolverhampton (AW),2005-07-05,4310,GB,2005
253566,Uttoxeter,2005-07-05,6556,GB,2005
261748,Roscommon (IRE),2005-07-05,13496,IE,2005
24379,Wolverhampton (AW),2005-07-05,5569,GB,2005
39854,Roscommon (IRE),2005-07-05,21692,IE,2005
7821,Uttoxeter,2005-07-05,3310,GB,2005
8568,Newmarket (July),2005-07-05,70000,GB,2005
103031,Newmarket (July),2005-07-05,200000,GB,2005
104264,Newmarket (GB) (ARAB),2005-07-05,25000,ARAB,2005
63790,Wolverhampton (AW),2005-07-05,3770,GB,2005
80847,Uttoxeter,2005-07-05,4875,GB,2005
96439,Uttoxeter,2005-07-05,6936,GB,2005
97891,Wolverhampton (AW),2005-07-05,4320,GB,2005
206670,Newmarket (July),2005-07-05,60000,GB,2005
210912,Roscommon (IRE),2005-07-05,7712,IE,2005
270592,Naas (IRE),2005-07-06,15424,IE,2005
278434,Lingfield (AW),2005-07-06,5297,GB,2005
279549,Newmarket (July),2005-07-06,88650,GB,2005
296961,Worcester,2005-07-06,4480,GB,2005
301460,Naas (IRE),2005-07-06,10604,IE,2005
313489,Catterick,2005-07-06,10366,GB,2005
314379,Carlisle,2005-07-06,5312,GB,2005
315089,Newmarket (July),2005-07-06,15739,GB,2005
317343,Lingfield,2005-07-06,4740,GB,2005
324182,Carlisle,2005-07-06,10536,GB,2005
326366,Carlisle,2005-07-06,5224,GB,2005
328006,Worcester,2005-07-06,5480,GB,2005
345688,Carlisle,2005-07-06,5276,GB,2005
357843,Naas (IRE),2005-07-06,12050,IE,2005
365909,Worcester,2005-07-06,4920,GB,2005
377732,Newmarket (July),2005-07-06,26880,GB,2005
378574,Lingfield,2005-07-06,6540,GB,2005
218057,Lingfield,2005-07-06,4724,GB,2005
221725,Lingfield (AW),2005-07-06,3740,GB,2005
229002,Newmarket (July),2005-07-06,70000,GB,2005
229216,Catterick,2005-07-06,5423,GB,2005
238379,Carlisle,2005-07-06,5224,GB,2005
240604,Catterick,2005-07-06,4400,GB,2005
247680,Catterick,2005-07-06,5271,GB,2005
16381,Lingfield,2005-07-06,5464,GB,2005
23837,Naas (IRE),2005-07-06,16388,IE,2005
35541,Newmarket (July),2005-07-06,13484,GB,2005
175194,Catterick,2005-07-06,5468,GB,2005
68111,Lingfield,2005-07-06,3850,GB,2005
77926,Naas (IRE),2005-07-06,15424,IE,2005
85187,Catterick,2005-07-06,4180,GB,2005
96060,Worcester,2005-07-06,5280,GB,2005
184401,Naas (IRE),2005-07-06,25064,IE,2005
188992,Newmarket (July),2005-07-06,50000,GB,2005
189748,Worcester,2005-07-06,6316,GB,2005
194995,Newmarket (July),2005-07-06,13900,GB,2005
205403,Worcester,2005-07-06,2651,GB,2005
209160,Worcester,2005-07-06,5340,GB,2005
213167,Carlisle,2005-07-06,5284,GB,2005
272188,Gowran Park (IRE),2005-07-07,12050,IE,2005
272448,Doncaster,2005-07-07,8000,GB,2005
280360,Warwick,2005-07-07,3755,GB,2005
281805,Warwick,2005-07-07,6180,GB,2005
282921,Warwick,2005-07-07,5660,GB,2005
307403,Doncaster,2005-07-07,9200,GB,2005
325416,Newmarket (July),2005-07-07,250000,GB,2005
338116,Gowran Park (IRE),2005-07-07,12050,IE,2005
352808,Warwick,2005-07-07,5800,GB,2005
365975,Folkestone,2005-07-07,6261,GB,2005
376919,Newmarket (July),2005-07-07,13780,GB,2005
383665,Folkestone,2005-07-07,4844,GB,2005
388021,Doncaster,2005-07-07,6376,GB,2005
391696,Gowran Park (IRE),2005-07-07,9640,IE,2005
393892,Warwick,2005-07-07,4253,GB,2005
226976,Folkestone,2005-07-07,6616,GB,2005
236761,Newmarket (July),2005-07-07,21192,GB,2005
240532,Newmarket (July),2005-07-07,40000,GB,2005
252358,Doncaster,2005-07-07,5212,GB,2005
254232,Folkestone,2005-07-07,4271,GB,2005
256723,Folkestone,2005-07-07,6428,GB,2005
257708,Newmarket (July),2005-07-07,70000,GB,2005
260662,Warwick,2005-07-07,5608,GB,2005
262929,Gowran Park (IRE),2005-07-07,8676,IE,2005
13365,Gowran Park (IRE),2005-07-07,9640,IE,2005
17407,Newmarket (July),2005-07-07,16344,GB,2005
3644,Gowran Park (IRE),2005-07-07,10604,IE,2005
4865,Gowran Park (IRE),2005-07-07,9640,IE,2005
71162,Newmarket (July),2005-07-07,16080,GB,2005
86274,Folkestone,2005-07-07,6071,GB,2005
52063,Gowran Park (IRE),2005-07-07,19280,IE,2005
189141,Folkestone,2005-07-07,4844,GB,2005
190053,Doncaster,2005-07-07,7180,GB,2005
190615,Doncaster,2005-07-07,6808,GB,2005
265080,Wexford (RH) (IRE),2005-07-08,14460,IE,2005
266106,Chester,2005-07-08,8460,GB,2005
288176,Chepstow,2005-07-08,7828,GB,2005
290775,Wolverhampton (AW),2005-07-08,5329,GB,2005
293190,Wolverhampton (AW),2005-07-08,6414,GB,2005
294032,Wexford (RH) (IRE),2005-07-08,7712,IE,2005
294528,Wolverhampton (AW),2005-07-08,3760,GB,2005
294803,Chester,2005-07-08,10780,GB,2005
298619,Lingfield (AW),2005-07-08,14818,GB,2005
300338,Wolverhampton (AW),2005-07-08,3814,GB,2005
309140,Cork (IRE),2005-07-08,12050,IE,2005
315942,Chepstow,2005-07-08,49250,GB,2005
320065,Lingfield (AW),2005-07-08,6420,GB,2005
323469,Cork (IRE),2005-07-08,11568,IE,2005
326308,Chester,2005-07-08,8160,GB,2005
327652,Wolverhampton (AW),2005-07-08,3806,GB,2005
334748,Wexford (RH) (IRE),2005-07-08,10604,IE,2005
345171,Cork (IRE),2005-07-08,24100,IE,2005
352109,Lingfield (AW),2005-07-08,7700,GB,2005
355518,Chester,2005-07-08,14644,GB,2005
365095,Chepstow,2005-07-08,5294,GB,2005
371154,Wolverhampton (AW),2005-07-08,5340,GB,2005
372620,Lingfield,2005-07-08,10432,GB,2005
382366,Cork (IRE),2005-07-08,14460,IE,2005
225988,Cork (IRE),2005-07-08,12050,IE,2005
229665,Chepstow,2005-07-08,18729,GB,2005
235077,Wexford (RH) (IRE),2005-07-08,14460,IE,2005
247711,Chepstow,2005-07-08,9320,GB,2005
256870,Lingfield,2005-07-08,15043,GB,2005
261938,Lingfield,2005-07-08,14489,GB,2005
262419,Wexford (RH) (IRE),2005-07-08,8676,IE,2005
12830,Wexford (RH) (IRE),2005-07-08,7712,IE,2005
24172,Cork (IRE),2005-07-08,9640,IE,2005
25126,Wexford (RH) (IRE),2005-07-08,7712,IE,2005
35737,York,2005-07-08,50000,GB,2005
38288,York,2005-07-08,17040,GB,2005
9574,Cork (IRE),2005-07-08,12532,IE,2005
173571,Wexford (RH) (IRE),2005-07-08,8676,IE,2005
63806,York,2005-07-08,20052,GB,2005
69057,York,2005-07-08,11729,GB,2005
41321,York,2005-07-08,14132,GB,2005
182428,Chester,2005-07-08,7404,GB,2005
190390,Chester,2005-07-08,15666,GB,2005
213983,York,2005-07-08,11600,GB,2005
213987,Chepstow,2005-07-08,6641,GB,2005
277983,Salisbury,2005-07-09,19020,GB,2005
278008,Hamilton,2005-07-09,6489,GB,2005
279606,Fairyhouse (IRE),2005-07-09,14460,IE,2005
283474,Lingfield (AW),2005-07-09,8080,GB,2005
295607,Fairyhouse (IRE),2005-07-09,14460,IE,2005
297156,Fairyhouse (IRE),2005-07-09,11568,IE,2005
300897,Hamilton,2005-07-09,4210,GB,2005
306288,Nottingham,2005-07-09,3880,GB,2005
315489,Chester,2005-07-09,30000,GB,2005
335023,York,2005-07-09,16520,GB,2005
349460,York,2005-07-09,14316,GB,2005
350373,Lingfield (AW),2005-07-09,5273,GB,2005
359224,Chester,2005-07-09,10676,GB,2005
362730,York,2005-07-09,13080,GB,2005
366879,Churchill Downs (USA),2005-07-09,55713,US,2005
367171,Hamilton,2005-07-09,5220,GB,2005
368200,Lingfield (AW),2005-07-09,50000,GB,2005
370974,Monmouth Park (USA),2005-07-09,156251,US,2005
382274,York,2005-07-09,11000,GB,2005
393327,Lingfield (AW),2005-07-09,20576,GB,2005
396699,Salisbury,2005-07-09,5536,GB,2005
398514,Hollywood Park (USA),2005-07-09,390626,US,2005
399428,Nottingham,2005-07-09,5699,GB,2005
217871,Nottingham,2005-07-09,5597,GB,2005
218461,Chester,2005-07-09,8572,GB,2005
226417,Nottingham,2005-07-09,5329,GB,2005
228406,Salisbury (GB) (ARAB),2005-07-09,3000,ARAB,2005
231589,Hamilton,2005-07-09,6271,GB,2005
231747,Lingfield (AW),2005-07-09,7940,GB,2005
234656,Fairyhouse (IRE),2005-07-09,9640,IE,2005
241389,Nottingham,2005-07-09,9049,GB,2005
18426,Salisbury,2005-07-09,11184,GB,2005
24905,Hamilton,2005-07-09,4270,GB,2005
30209,Fairyhouse (IRE),2005-07-09,17352,IE,2005
30711,Salisbury,2005-07-09,5568,GB,2005
8175,Salisbury,2005-07-09,7624,GB,2005
103516,Chester,2005-07-09,6459,GB,2005
105039,Deauville (FR),2005-07-09,53192,FR,2005
65467,Chester,2005-07-09,6240,GB,2005
72357,Chester,2005-07-09,21050,GB,2005
81574,Hamilton,2005-07-09,4390,GB,2005
84508,Fairyhouse (IRE),2005-07-09,11568,IE,2005
94721,Nottingham,2005-07-09,10552,GB,2005
42362,Salisbury,2005-07-09,5360,GB,2005
44098,York,2005-07-09,11849,GB,2005
181202,Fairyhouse (IRE),2005-07-09,9640,IE,2005
189835,Lingfield (AW),2005-07-09,10751,GB,2005
196139,Lingfield (AW),2005-07-09,50000,GB,2005
202398,York,2005-07-09,35000,GB,2005
212311,York,2005-07-09,150000,GB,2005
267717,Stratford,2005-07-10,6360,GB,2005
274771,Sligo (IRE),2005-07-10,13014,IE,2005
277929,Tipperary (IRE),2005-07-10,12050,IE,2005
281082,Tipperary (IRE),2005-07-10,10604,IE,2005
294307,Tipperary (IRE),2005-07-10,67480,IE,2005
297170,Stratford,2005-07-10,15780,GB,2005
300347,Stratford,2005-07-10,8381,GB,2005
308725,Perth,2005-07-10,5816,GB,2005
311611,Gulfstream Park West (USA),2005-07-10,260416,US,2005
317315,Sligo (IRE),2005-07-10,9640,IE,2005
317950,Sligo (IRE),2005-07-10,7712,IE,2005
340205,Perth,2005-07-10,12840,GB,2005
356302,Haydock,2005-07-10,8184,GB,2005
361383,Tipperary (IRE),2005-07-10,16388,IE,2005
365431,Stratford,2005-07-10,4420,GB,2005
375727,Tipperary (IRE),2005-07-10,21692,IE,2005
377074,Perth,2005-07-10,10580,GB,2005
380822,Sligo (IRE),2005-07-10,14460,IE,2005
381403,Haydock,2005-07-10,12756,GB,2005
386101,Sligo (IRE),2005-07-10,15424,IE,2005
386190,Perth,2005-07-10,7329,GB,2005
393550,Haydock,2005-07-10,8576,GB,2005
394251,Haydock,2005-07-10,8144,GB,2005
226516,Cologne (GER),2005-07-10,74468,GER,2005
227481,Tipperary (IRE),2005-07-10,29884,IE,2005
243066,Haydock,2005-07-10,8184,GB,2005
11966,Sligo (IRE),2005-07-10,7712,IE,2005
17778,Maisons-Laffitte (FR),2005-07-10,85106,FR,2005
19642,Tipperary (IRE),2005-07-10,10122,IE,2005
39686,Stratford,2005-07-10,8360,GB,2005
106708,Perth,2005-07-10,10500,GB,2005
108438,Haydock,2005-07-10,12556,GB,2005
74485,Sligo (IRE),2005-07-10,8676,IE,2005
76938,Perth,2005-07-10,8849,GB,2005
47984,Tipperary (IRE),2005-07-10,13014,IE,2005
189087,Stratford,2005-07-10,5540,GB,2005
197694,Perth,2005-07-10,5800,GB,2005
206277,Stratford,2005-07-10,12720,GB,2005
280960,Wolverhampton (AW),2005-07-11,3660,GB,2005
284095,Killarney (IRE),2005-07-11,13496,IE,2005
306848,Killarney (IRE),2005-07-11,8676,IE,2005
316218,Wolverhampton (AW),2005-07-11,3791,GB,2005
319815,Ayr,2005-07-11,5524,GB,2005
322160,Newton Abbot,2005-07-11,8321,GB,2005
339681,Ayr,2005-07-11,6306,GB,2005
357362,Windsor,2005-07-11,5499,GB,2005
367455,Newton Abbot,2005-07-11,7216,GB,2005
371163,Killarney (IRE),2005-07-11,8676,IE,2005
375087,Windsor,2005-07-11,5164,GB,2005
382728,Newton Abbot,2005-07-11,4824,GB,2005
220601,Ayr,2005-07-11,7480,GB,2005
227523,Newton Abbot,2005-07-11,11476,GB,2005
227947,Windsor,2005-07-11,10606,GB,2005
238132,Wolverhampton (AW),2005-07-11,5231,GB,2005
240058,Ayr,2005-07-11,5129,GB,2005
243669,Windsor,2005-07-11,6420,GB,2005
244371,Killarney (IRE),2005-07-11,10604,IE,2005
253336,Wolverhampton (AW),2005-07-11,6319,GB,2005
18247,Newton Abbot,2005-07-11,7468,GB,2005
39620,Windsor,2005-07-11,10864,GB,2005
39897,Wolverhampton (AW),2005-07-11,3841,GB,2005
8067,Ayr,2005-07-11,5446,GB,2005
175400,Killarney (IRE),2005-07-11,20622,IE,2005
106260,Ayr,2005-07-11,14419,GB,2005
99263,Killarney (IRE),2005-07-11,8676,IE,2005
51577,Killarney (IRE),2005-07-11,13496,IE,2005
57324,Ayr,2005-07-11,5529,GB,2005
191112,Killarney (IRE),2005-07-11,8676,IE,2005
191397,Windsor,2005-07-11,5780,GB,2005
193589,Newton Abbot,2005-07-11,2640,GB,2005
199101,Wolverhampton (AW),2005-07-11,4180,GB,2005
267487,Killarney (IRE),2005-07-12,8676,IE,2005
281182,Brighton,2005-07-12,4100,GB,2005
286049,Beverley,2005-07-12,12480,GB,2005
305864,Brighton,2005-07-12,4190,GB,2005
314918,Brighton,2005-07-12,3589,GB,2005
343975,Killarney (IRE),2005-07-12,10604,IE,2005
374317,Brighton,2005-07-12,10260,GB,2005
379160,Killarney (IRE),2005-07-12,8676,IE,2005
398923,Beverley,2005-07-12,5556,GB,2005
230757,Beverley,2005-07-12,7576,GB,2005
239849,Killarney (IRE),2005-07-12,14460,IE,2005
1308,Killarney (IRE),2005-07-12,8676,IE,2005
16648,Killarney (IRE),2005-07-12,10604,IE,2005
21599,Beverley,2005-07-12,5320,GB,2005
30055,Brighton,2005-07-12,4414,GB,2005
108914,Killarney (IRE),2005-07-12,14460,IE,2005
70013,Killarney (IRE),2005-07-12,17834,IE,2005
86383,Beverley,2005-07-12,10448,GB,2005
98578,Beverley,2005-07-12,5240,GB,2005
194771,Brighton,2005-07-12,8964,GB,2005
264875,Leopardstown (IRE),2005-07-13,53020,IE,2005
266096,Worcester,2005-07-13,6009,GB,2005
266639,Catterick,2005-07-13,4170,GB,2005
279974,Leopardstown (IRE),2005-07-13,48200,IE,2005
285589,Worcester,2005-07-13,4860,GB,2005
289190,Leopardstown (IRE),2005-07-13,21692,IE,2005
294639,Lingfield,2005-07-13,4230,GB,2005
298713,Killarney (IRE),2005-07-13,8676,IE,2005
301506,Catterick,2005-07-13,5480,GB,2005
301598,Haydock,2005-07-13,5756,GB,2005
309537,Leopardstown (IRE),2005-07-13,12050,IE,2005
324471,Haydock,2005-07-13,5711,GB,2005
335633,Lingfield (AW),2005-07-13,17539,GB,2005
335911,Catterick,2005-07-13,5391,GB,2005
340633,Killarney (IRE),2005-07-13,10604,IE,2005
349801,Killarney (IRE),2005-07-13,8676,IE,2005
355560,Killarney (IRE),2005-07-13,38560,IE,2005
364977,Uttoxeter,2005-07-13,9380,GB,2005
373333,Catterick,2005-07-13,4250,GB,2005
375755,Haydock,2005-07-13,15267,GB,2005
382673,Haydock,2005-07-13,5316,GB,2005
387730,Killarney (IRE),2005-07-13,24100,IE,2005
219743,Worcester,2005-07-13,6391,GB,2005
230279,Lingfield (AW),2005-07-13,5940,GB,2005
239397,Lingfield (AW),2005-07-13,5940,GB,2005
249015,Leopardstown (IRE),2005-07-13,10604,IE,2005
251366,Worcester,2005-07-13,3770,GB,2005
252866,Leopardstown (IRE),2005-07-13,13496,IE,2005
255164,Haydock,2005-07-13,6620,GB,2005
259741,Catterick,2005-07-13,4290,GB,2005
263563,Worcester,2005-07-13,3860,GB,2005
264336,Haydock,2005-07-13,10200,GB,2005
10828,Worcester,2005-07-13,5824,GB,2005
15456,Killarney (IRE),2005-07-13,10604,IE,2005
15761,Uttoxeter,2005-07-13,4950,GB,2005
21783,Lingfield (AW),2005-07-13,5423,GB,2005
21916,Lingfield,2005-07-13,5369,GB,2005
32426,Uttoxeter,2005-07-13,4830,GB,2005
7789,Catterick,2005-07-13,10372,GB,2005
65591,Killarney (IRE),2005-07-13,10604,IE,2005
68249,Lingfield (AW),2005-07-13,3700,GB,2005
84560,Leopardstown (IRE),2005-07-13,53020,IE,2005
85612,Uttoxeter,2005-07-13,7256,GB,2005
41788,Lingfield (AW),2005-07-13,3700,GB,2005
42084,Uttoxeter,2005-07-13,7960,GB,2005
42908,Uttoxeter,2005-07-13,3310,GB,2005
201977,Killarney (IRE),2005-07-13,8676,IE,2005
270237,Hamilton,2005-07-14,5460,GB,2005
275552,Leicester,2005-07-14,4170,GB,2005
287996,Epsom,2005-07-14,9020,GB,2005
292870,Leicester,2005-07-14,8904,GB,2005
301600,Killarney (IRE),2005-07-14,8676,IE,2005
319220,Killarney (IRE),2005-07-14,10604,IE,2005
330646,Hamilton,2005-07-14,5500,GB,2005
346490,Killarney (IRE),2005-07-14,10604,IE,2005
374342,Doncaster,2005-07-14,5190,GB,2005
387905,Hamilton,2005-07-14,6476,GB,2005
218279,Cartmel,2005-07-14,5436,GB,2005
219500,Cartmel,2005-07-14,4390,GB,2005
236380,Doncaster,2005-07-14,10941,GB,2005
239898,Hamilton,2005-07-14,6524,GB,2005
241092,Epsom,2005-07-14,6391,GB,2005
244367,Cartmel,2005-07-14,6816,GB,2005
244863,Cartmel,2005-07-14,3890,GB,2005
245850,Epsom,2005-07-14,12329,GB,2005
247791,Doncaster,2005-07-14,7360,GB,2005
250081,Hamilton,2005-07-14,5420,GB,2005
252856,Epsom,2005-07-14,7560,GB,2005
256861,Killarney (IRE),2005-07-14,8676,IE,2005
257840,Leicester,2005-07-14,5480,GB,2005
261241,Cartmel,2005-07-14,6900,GB,2005
19744,Epsom,2005-07-14,5516,GB,2005
27097,Cartmel,2005-07-14,5404,GB,2005
3696,Killarney (IRE),2005-07-14,8676,IE,2005
37699,Epsom,2005-07-14,12689,GB,2005
39110,Leicester,2005-07-14,8680,GB,2005
175987,Doncaster,2005-07-14,10834,GB,2005
109704,Leicester,2005-07-14,6376,GB,2005
80254,Hamilton,2005-07-14,14870,GB,2005
90326,Leicester,2005-07-14,10972,GB,2005
91338,Killarney (IRE),2005-07-14,19280,IE,2005
91817,Doncaster,2005-07-14,7400,GB,2005
44840,Longchamp (FR),2005-07-14,354610,FR,2005
48282,Killarney (IRE),2005-07-14,8676,IE,2005
