rid,course,date,prize,countryCode,year
271018,Exeter,1990-01-01,4409,GB,1990
275156,Tramore (IRE),1990-01-01,,IE,1990
282203,Catterick,1990-01-01,3150,GB,1990
298761,Cheltenham,1990-01-01,7700,GB,1990
301118,Windsor,1990-01-01,3312,GB,1990
305074,Leicester,1990-01-01,2400,GB,1990
307119,Exeter,1990-01-01,2840,GB,1990
311645,Southwell (AW),1990-01-01,3030,GB,1990
326302,Catterick,1990-01-01,3220,GB,1990
326330,Southwell (AW),1990-01-01,3450,GB,1990
338528,Windsor,1990-01-01,20900,GB,1990
350951,Fairyhouse (IRE),1990-01-01,,IE,1990
359801,Cheltenham,1990-01-01,5700,GB,1990
385114,Fairyhouse (IRE),1990-01-01,,IE,1990
217419,Leicester,1990-01-01,3680,GB,1990
220139,Windsor,1990-01-01,2460,GB,1990
223266,Exeter,1990-01-01,4270,GB,1990
223492,Windsor,1990-01-01,3815,GB,1990
226059,Exeter,1990-01-01,2560,GB,1990
233657,Exeter,1990-01-01,3840,GB,1990
241606,Windsor,1990-01-01,3689,GB,1990
244247,Leicester,1990-01-01,2830,GB,1990
244461,Windsor,1990-01-01,4095,GB,1990
246672,Fairyhouse (IRE),1990-01-01,,IE,1990
249578,Tramore (IRE),1990-01-01,,IE,1990
253720,Leicester,1990-01-01,4416,GB,1990
254856,Catterick,1990-01-01,1880,GB,1990
1467,Southwell (AW),1990-01-01,3240,GB,1990
16841,Southwell (AW),1990-01-01,4120,GB,1990
22831,Leicester,1990-01-01,2480,GB,1990
30382,Cheltenham,1990-01-01,6540,GB,1990
3086,Fairyhouse (IRE),1990-01-01,,IE,1990
35062,Exeter,1990-01-01,2420,GB,1990
35303,Catterick,1990-01-01,2530,GB,1990
38170,Fairyhouse (IRE),1990-01-01,,IE,1990
38802,Tramore (IRE),1990-01-01,,IE,1990
39216,Southwell (AW),1990-01-01,4040,GB,1990
7364,Tramore (IRE),1990-01-01,,IE,1990
68664,Southwell (AW),1990-01-01,3030,GB,1990
71125,Leicester,1990-01-01,5351,GB,1990
84182,Tramore (IRE),1990-01-01,,IE,1990
90146,Cheltenham,1990-01-01,6480,GB,1990
93366,Cheltenham,1990-01-01,5840,GB,1990
42338,Catterick,1990-01-01,3074,GB,1990
55115,Fairyhouse (IRE),1990-01-01,,IE,1990
55230,Cheltenham,1990-01-01,10030,GB,1990
56909,Tramore (IRE),1990-01-01,,IE,1990
193528,Catterick,1990-01-01,2440,GB,1990
274476,Ayr,1990-01-02,10200,GB,1990
284351,Ayr,1990-01-02,4360,GB,1990
300154,Cheltenham,1990-01-02,8480,GB,1990
300298,Ayr,1990-01-02,2925,GB,1990
304652,Cheltenham,1990-01-02,7490,GB,1990
321857,Southwell (AW),1990-01-02,3390,GB,1990
360301,Cheltenham,1990-01-02,8160,GB,1990
379258,Southwell (AW),1990-01-02,3600,GB,1990
239514,Southwell (AW),1990-01-02,3876,GB,1990
258609,Cheltenham,1990-01-02,9265,GB,1990
19187,Ayr,1990-01-02,3569,GB,1990
31771,Ayr,1990-01-02,4095,GB,1990
84,Ayr,1990-01-02,3000,GB,1990
108907,Cheltenham,1990-01-02,7840,GB,1990
89305,Southwell (AW),1990-01-02,3600,GB,1990
41130,Southwell (AW),1990-01-02,3450,GB,1990
57071,Cheltenham,1990-01-02,5320,GB,1990
179614,Southwell (AW),1990-01-02,3600,GB,1990
207612,Southwell (AW),1990-01-02,3842,GB,1990
266562,Sedgefield,1990-01-03,1880,GB,1990
270529,Sedgefield,1990-01-03,3044,GB,1990
290727,Ayr,1990-01-03,2900,GB,1990
327389,Sedgefield,1990-01-03,3332,GB,1990
350105,Lingfield (AW),1990-01-03,3210,GB,1990
351992,Lingfield (AW),1990-01-03,2310,GB,1990
355891,Sedgefield,1990-01-03,1880,GB,1990
361046,Sedgefield,1990-01-03,2574,GB,1990
362062,Ayr,1990-01-03,3955,GB,1990
237017,Ayr,1990-01-03,5300,GB,1990
247216,Ayr,1990-01-03,2950,GB,1990
173401,Sedgefield,1990-01-03,3200,GB,1990
108720,Lingfield (AW),1990-01-03,2020,GB,1990
67786,Lingfield (AW),1990-01-03,2220,GB,1990
80220,Lingfield (AW),1990-01-03,3270,GB,1990
44154,Ayr,1990-01-03,2725,GB,1990
180049,Ayr,1990-01-03,2875,GB,1990
196539,Lingfield (AW),1990-01-03,2220,GB,1990
278868,Thurles (IRE),1990-01-04,,IE,1990
306165,Thurles (IRE),1990-01-04,,IE,1990
333335,Nottingham,1990-01-04,2840,GB,1990
350884,Lingfield (AW),1990-01-04,3300,GB,1990
368590,Thurles (IRE),1990-01-04,,IE,1990
371428,Lingfield (AW),1990-01-04,3030,GB,1990
386023,Lingfield (AW),1990-01-04,3540,GB,1990
258817,Thurles (IRE),1990-01-04,,IE,1990
12356,Thurles (IRE),1990-01-04,,IE,1990
34574,Lingfield (AW),1990-01-04,3781,GB,1990
104001,Thurles (IRE),1990-01-04,,IE,1990
66881,Nottingham,1990-01-04,4920,GB,1990
51710,Nottingham,1990-01-04,6150,GB,1990
185081,Nottingham,1990-01-04,3600,GB,1990
186499,Nottingham,1990-01-04,2660,GB,1990
192124,Lingfield (AW),1990-01-04,3120,GB,1990
195367,Nottingham,1990-01-04,4920,GB,1990
214260,Lingfield (AW),1990-01-04,3510,GB,1990
278517,Southwell (AW),1990-01-05,2440,GB,1990
280110,Haydock,1990-01-05,4860,GB,1990
290580,Southwell (AW),1990-01-05,2120,GB,1990
313504,Musselburgh,1990-01-05,2340,GB,1990
330059,Musselburgh,1990-01-05,3080,GB,1990
336888,Musselburgh,1990-01-05,2260,GB,1990
338561,Folkestone,1990-01-05,1880,GB,1990
339492,Haydock,1990-01-05,3025,GB,1990
350987,Folkestone,1990-01-05,3615,GB,1990
356320,Haydock,1990-01-05,3710,GB,1990
229531,Southwell (AW),1990-01-05,2354,GB,1990
239727,Folkestone,1990-01-05,1880,GB,1990
253856,Musselburgh,1990-01-05,2940,GB,1990
11533,Southwell (AW),1990-01-05,2464,GB,1990
16161,Haydock,1990-01-05,4680,GB,1990
36838,Folkestone,1990-01-05,2460,GB,1990
61960,Musselburgh,1990-01-05,2375,GB,1990
40573,Folkestone,1990-01-05,3488,GB,1990
40688,Southwell (AW),1990-01-05,2220,GB,1990
41720,Haydock,1990-01-05,5050,GB,1990
49804,Haydock,1990-01-05,3278,GB,1990
53723,Musselburgh,1990-01-05,2754,GB,1990
56597,Southwell (AW),1990-01-05,2200,GB,1990
193491,Musselburgh,1990-01-05,2140,GB,1990
200729,Folkestone,1990-01-05,3720,GB,1990
268655,Southwell (AW),1990-01-06,3150,GB,1990
273737,Market Rasen,1990-01-06,3174,GB,1990
274009,Naas (IRE),1990-01-06,,IE,1990
301649,Haydock,1990-01-06,2883,GB,1990
302486,Haydock,1990-01-06,10601,GB,1990
319318,Haydock,1990-01-06,5500,GB,1990
348469,Naas (IRE),1990-01-06,,IE,1990
349917,Southwell (AW),1990-01-06,4027,GB,1990
382626,Southwell (AW),1990-01-06,3510,GB,1990
383818,Market Rasen,1990-01-06,6049,GB,1990
387568,Sandown,1990-01-06,21800,GB,1990
396914,Naas (IRE),1990-01-06,,IE,1990
218875,Southwell (AW),1990-01-06,3180,GB,1990
233874,Sandown,1990-01-06,11899,GB,1990
241160,Naas (IRE),1990-01-06,,IE,1990
260528,Market Rasen,1990-01-06,3751,GB,1990
18256,Naas (IRE),1990-01-06,,IE,1990
35061,Sandown,1990-01-06,8150,GB,1990
37425,Haydock,1990-01-06,5499,GB,1990
9571,Sandown,1990-01-06,4511,GB,1990
103723,Sandown,1990-01-06,6520,GB,1990
80905,Sandown,1990-01-06,5340,GB,1990
89600,Southwell (AW),1990-01-06,3360,GB,1990
90404,Naas (IRE),1990-01-06,,IE,1990
96835,Southwell (AW),1990-01-06,3330,GB,1990
54479,Market Rasen,1990-01-06,2760,GB,1990
177575,Market Rasen,1990-01-06,4704,GB,1990
197775,Haydock,1990-01-06,4769,GB,1990
201613,Haydock,1990-01-06,2815,GB,1990
206856,Market Rasen,1990-01-06,2460,GB,1990
211645,Naas (IRE),1990-01-06,,IE,1990
274127,Chepstow,1990-01-08,2580,GB,1990
303358,Lingfield (AW),1990-01-08,2380,GB,1990
305305,Lingfield (AW),1990-01-08,2375,GB,1990
321328,Wolverhampton,1990-01-08,4064,GB,1990
344921,Lingfield (AW),1990-01-08,2354,GB,1990
364401,Wolverhampton,1990-01-08,2720,GB,1990
364646,Wolverhampton,1990-01-08,3776,GB,1990
377272,Chepstow,1990-01-08,2720,GB,1990
222802,Lingfield (AW),1990-01-08,2120,GB,1990
233033,Chepstow,1990-01-08,3329,GB,1990
252682,Wolverhampton,1990-01-08,2600,GB,1990
260118,Wolverhampton,1990-01-08,2520,GB,1990
34311,Lingfield (AW),1990-01-08,2280,GB,1990
101285,Chepstow,1990-01-08,4360,GB,1990
109837,Wolverhampton,1990-01-08,4600,GB,1990
82508,Lingfield (AW),1990-01-08,2280,GB,1990
185878,Chepstow,1990-01-08,5951,GB,1990
204666,Chepstow,1990-01-08,3600,GB,1990
322803,Lingfield (AW),1990-01-09,3450,GB,1990
346522,Leicester,1990-01-09,4736,GB,1990
350133,Newton Abbot,1990-01-09,4580,GB,1990
350144,Newton Abbot,1990-01-09,3340,GB,1990
352310,Leicester,1990-01-09,4000,GB,1990
361213,Newton Abbot,1990-01-09,3060,GB,1990
365904,Lingfield (AW),1990-01-09,3150,GB,1990
379220,Lingfield (AW),1990-01-09,3240,GB,1990
215614,Newton Abbot,1990-01-09,2920,GB,1990
221491,Leicester,1990-01-09,1880,GB,1990
226539,Newton Abbot,1990-01-09,4740,GB,1990
67989,Lingfield (AW),1990-01-09,3852,GB,1990
71479,Newton Abbot,1990-01-09,2440,GB,1990
86511,Leicester,1990-01-09,3060,GB,1990
45155,Leicester,1990-01-09,4360,GB,1990
179340,Lingfield (AW),1990-01-09,3480,GB,1990
186480,Lingfield (AW),1990-01-09,3240,GB,1990
201081,Leicester,1990-01-09,1880,GB,1990
266747,Plumpton,1990-01-10,1880,GB,1990
283622,Plumpton,1990-01-10,3330,GB,1990
289215,Kelso,1990-01-10,3240,GB,1990
293363,Kelso,1990-01-10,2160,GB,1990
303920,Kelso,1990-01-10,2320,GB,1990
306813,Southwell (AW),1990-01-10,2472,GB,1990
323987,Punchestown (IRE),1990-01-10,,IE,1990
325750,Southwell (AW),1990-01-10,2220,GB,1990
328379,Kelso,1990-01-10,3248,GB,1990
392823,Plumpton,1990-01-10,3584,GB,1990
233100,Kelso,1990-01-10,2460,GB,1990
238715,Southwell (AW),1990-01-10,2160,GB,1990
240081,Kelso,1990-01-10,2340,GB,1990
244650,Punchestown (IRE),1990-01-10,,IE,1990
246328,Plumpton,1990-01-10,2943,GB,1990
7189,Plumpton,1990-01-10,2440,GB,1990
176776,Plumpton,1990-01-10,1880,GB,1990
101303,Southwell (AW),1990-01-10,2375,GB,1990
63065,Punchestown (IRE),1990-01-10,,IE,1990
67384,Southwell (AW),1990-01-10,2160,GB,1990
75450,Punchestown (IRE),1990-01-10,,IE,1990
77634,Kelso,1990-01-10,3220,GB,1990
45285,Southwell (AW),1990-01-10,2320,GB,1990
52425,Punchestown (IRE),1990-01-10,,IE,1990
192594,Punchestown (IRE),1990-01-10,,IE,1990
194705,Punchestown (IRE),1990-01-10,,IE,1990
211981,Kelso,1990-01-10,2553,GB,1990
271549,Wincanton,1990-01-11,5500,GB,1990
343502,Punchestown (IRE),1990-01-11,,IE,1990
350036,Southwell (AW),1990-01-11,3240,GB,1990
361031,Southwell (AW),1990-01-11,3150,GB,1990
368925,Southwell (AW),1990-01-11,3877,GB,1990
381912,Punchestown (IRE),1990-01-11,,IE,1990
394824,Wincanton,1990-01-11,2680,GB,1990
224285,Wincanton,1990-01-11,2660,GB,1990
261068,Southwell (AW),1990-01-11,3600,GB,1990
34519,Wincanton,1990-01-11,3300,GB,1990
34775,Wincanton,1990-01-11,2720,GB,1990
9961,Punchestown (IRE),1990-01-11,,IE,1990
65732,Punchestown (IRE),1990-01-11,,IE,1990
73238,Punchestown (IRE),1990-01-11,,IE,1990
91818,Wincanton,1990-01-11,4000,GB,1990
41513,Southwell (AW),1990-01-11,3540,GB,1990
47528,Wincanton,1990-01-11,3455,GB,1990
196834,Punchestown (IRE),1990-01-11,,IE,1990
200167,Southwell (AW),1990-01-11,3810,GB,1990
299436,Ascot,1990-01-12,17100,GB,1990
317082,Musselburgh,1990-01-12,1880,GB,1990
331006,Wetherby,1990-01-12,3025,GB,1990
362477,Musselburgh,1990-01-12,2420,GB,1990
367488,Wetherby,1990-01-12,2700,GB,1990
375619,Musselburgh,1990-01-12,2943,GB,1990
394336,Ascot,1990-01-12,4240,GB,1990
400917,Lingfield (AW),1990-01-12,2080,GB,1990
216976,Lingfield (AW),1990-01-12,2160,GB,1990
219744,Musselburgh,1990-01-12,2220,GB,1990
237510,Wetherby,1990-01-12,4129,GB,1990
241200,Lingfield (AW),1990-01-12,2140,GB,1990
250327,Ascot,1990-01-12,21960,GB,1990
263931,Wetherby,1990-01-12,2560,GB,1990
15534,Lingfield (AW),1990-01-12,2320,GB,1990
9543,Ascot,1990-01-12,5080,GB,1990
173916,Wetherby,1990-01-12,3300,GB,1990
84373,Musselburgh,1990-01-12,3090,GB,1990
84918,Wetherby,1990-01-12,4160,GB,1990
89775,Lingfield (AW),1990-01-12,3120,GB,1990
93407,Lingfield (AW),1990-01-12,2160,GB,1990
93567,Wetherby,1990-01-12,2640,GB,1990
94501,Ascot,1990-01-12,6240,GB,1990
51938,Ascot,1990-01-12,15471,GB,1990
179889,Musselburgh,1990-01-12,2200,GB,1990
288307,Leopardstown (IRE),1990-01-13,,IE,1990
304477,Newcastle,1990-01-13,5300,GB,1990
316421,Lingfield (AW),1990-01-13,3060,GB,1990
320959,Warwick,1990-01-13,4380,GB,1990
322853,Lingfield (AW),1990-01-13,3600,GB,1990
329178,Newcastle,1990-01-13,4400,GB,1990
332113,Warwick,1990-01-13,6720,GB,1990
340424,Market Rasen,1990-01-13,5951,GB,1990
351508,Newcastle,1990-01-13,3696,GB,1990
352446,Leopardstown (IRE),1990-01-13,,IE,1990
352862,Warwick,1990-01-13,1880,GB,1990
358130,Market Rasen,1990-01-13,2820,GB,1990
358144,Warwick,1990-01-13,6480,GB,1990
367256,Warwick,1990-01-13,4440,GB,1990
373308,Market Rasen,1990-01-13,2875,GB,1990
383286,Lingfield (AW),1990-01-13,3300,GB,1990
383291,Ascot,1990-01-13,45751,GB,1990
385404,Newcastle,1990-01-13,2400,GB,1990
226076,Lingfield (AW),1990-01-13,3420,GB,1990
231414,Ascot,1990-01-13,5040,GB,1990
243622,Lingfield (AW),1990-01-13,4784,GB,1990
249886,Newcastle,1990-01-13,3849,GB,1990
25906,Lingfield (AW),1990-01-13,3888,GB,1990
30772,Market Rasen,1990-01-13,3375,GB,1990
175729,Warwick,1990-01-13,2540,GB,1990
176445,Ascot,1990-01-13,11000,GB,1990
72086,Leopardstown (IRE),1990-01-13,,IE,1990
75765,Warwick,1990-01-13,2920,GB,1990
78911,Market Rasen,1990-01-13,2760,GB,1990
80730,Leopardstown (IRE),1990-01-13,,IE,1990
85445,Newcastle,1990-01-13,3480,GB,1990
87932,Market Rasen,1990-01-13,2600,GB,1990
45972,Leopardstown (IRE),1990-01-13,,IE,1990
183736,Leopardstown (IRE),1990-01-13,,IE,1990
187424,Ascot,1990-01-13,5000,GB,1990
201370,Newcastle,1990-01-13,2520,GB,1990
206089,Leopardstown (IRE),1990-01-13,,IE,1990
208268,Market Rasen,1990-01-13,4860,GB,1990
208425,Ascot,1990-01-13,6200,GB,1990
210492,Ascot,1990-01-13,12720,GB,1990
281295,Fontwell,1990-01-15,5849,GB,1990
288493,Carlisle,1990-01-15,2380,GB,1990
313406,Fontwell,1990-01-15,1880,GB,1990
328571,Southwell (AW),1990-01-15,2280,GB,1990
329448,Southwell (AW),1990-01-15,2500,GB,1990
344347,Carlisle,1990-01-15,3780,GB,1990
349096,Fontwell,1990-01-15,2684,GB,1990
351321,Southwell (AW),1990-01-15,2300,GB,1990
364827,Carlisle,1990-01-15,2600,GB,1990
376138,Carlisle,1990-01-15,3380,GB,1990
227130,Southwell (AW),1990-01-15,2375,GB,1990
232324,Southwell (AW),1990-01-15,2160,GB,1990
22784,Carlisle,1990-01-15,2620,GB,1990
73399,Southwell (AW),1990-01-15,2507,GB,1990
76740,Fontwell,1990-01-15,3050,GB,1990
86292,Carlisle,1990-01-15,3900,GB,1990
46550,Fontwell,1990-01-15,2440,GB,1990
185374,Fontwell,1990-01-15,3630,GB,1990
302213,Southwell (AW),1990-01-16,3480,GB,1990
329151,Folkestone,1990-01-16,3000,GB,1990
332435,Worcester,1990-01-16,2600,GB,1990
334019,Folkestone,1990-01-16,2862,GB,1990
336442,Worcester,1990-01-16,4680,GB,1990
355043,Folkestone,1990-01-16,4800,GB,1990
364923,Southwell (AW),1990-01-16,3842,GB,1990
390156,Sedgefield,1990-01-16,2400,GB,1990
215145,Worcester,1990-01-16,3648,GB,1990
218903,Folkestone,1990-01-16,3456,GB,1990
219749,Southwell (AW),1990-01-16,3774,GB,1990
220124,Worcester,1990-01-16,2600,GB,1990
249701,Sedgefield,1990-01-16,2500,GB,1990
260695,Southwell (AW),1990-01-16,3030,GB,1990
17557,Folkestone,1990-01-16,1880,GB,1990
176835,Worcester,1990-01-16,2691,GB,1990
63242,Sedgefield,1990-01-16,2916,GB,1990
70482,Southwell (AW),1990-01-16,3330,GB,1990
73323,Sedgefield,1990-01-16,3640,GB,1990
88582,Sedgefield,1990-01-16,3276,GB,1990
95976,Sedgefield,1990-01-16,1880,GB,1990
44897,Sedgefield,1990-01-16,2508,GB,1990
178637,Folkestone,1990-01-16,4711,GB,1990
193097,Southwell (AW),1990-01-16,3750,GB,1990
193791,Folkestone,1990-01-16,2300,GB,1990
204417,Worcester,1990-01-16,3420,GB,1990
271907,Ludlow,1990-01-17,1880,GB,1990
305662,Lingfield (AW),1990-01-17,3240,GB,1990
317617,Lingfield (AW),1990-01-17,2400,GB,1990
339495,Lingfield (AW),1990-01-17,2280,GB,1990
350711,Windsor,1990-01-17,2952,GB,1990
358645,Windsor,1990-01-17,3672,GB,1990
374493,Ludlow,1990-01-17,4580,GB,1990
378589,Windsor,1990-01-17,2600,GB,1990
228268,Ludlow,1990-01-17,3060,GB,1990
231572,Windsor,1990-01-17,3809,GB,1990
236410,Ludlow,1990-01-17,2580,GB,1990
256600,Lingfield (AW),1990-01-17,2443,GB,1990
30539,Lingfield (AW),1990-01-17,2180,GB,1990
69418,Ludlow,1990-01-17,3120,GB,1990
75572,Ludlow,1990-01-17,2860,GB,1990
46148,Lingfield (AW),1990-01-17,2240,GB,1990
48341,Windsor,1990-01-17,4095,GB,1990
186637,Ludlow,1990-01-17,5060,GB,1990
205151,Windsor,1990-01-17,2440,GB,1990
304337,Gowran Park (IRE),1990-01-18,,IE,1990
305293,Lingfield (AW),1990-01-18,3330,GB,1990
320239,Gowran Park (IRE),1990-01-18,,IE,1990
335705,Lingfield (AW),1990-01-18,3300,GB,1990
355047,Lingfield (AW),1990-01-18,4400,GB,1990
374604,Gowran Park (IRE),1990-01-18,,IE,1990
383273,Gowran Park (IRE),1990-01-18,,IE,1990
229706,Newton Abbot,1990-01-18,2220,GB,1990
238268,Newton Abbot,1990-01-18,2900,GB,1990
242105,Lingfield (AW),1990-01-18,3390,GB,1990
247272,Newton Abbot,1990-01-18,2300,GB,1990
38118,Gowran Park (IRE),1990-01-18,,IE,1990
5340,Newton Abbot,1990-01-18,2200,GB,1990
5933,Lingfield (AW),1990-01-18,3743,GB,1990
173448,Newton Abbot,1990-01-18,4360,GB,1990
71591,Gowran Park (IRE),1990-01-18,,IE,1990
46012,Newton Abbot,1990-01-18,3500,GB,1990
197542,Gowran Park (IRE),1990-01-18,,IE,1990
201994,Lingfield (AW),1990-01-18,3210,GB,1990
273252,Kempton,1990-01-19,2540,GB,1990
285926,Towcester,1990-01-19,2380,GB,1990
292365,Kempton,1990-01-19,4840,GB,1990
313179,Southwell (AW),1990-01-19,2080,GB,1990
327034,Towcester,1990-01-19,2960,GB,1990
327376,Catterick,1990-01-19,2508,GB,1990
341001,Southwell (AW),1990-01-19,2440,GB,1990
353066,Southwell (AW),1990-01-19,2333,GB,1990
362444,Kempton,1990-01-19,3340,GB,1990
374574,Towcester,1990-01-19,3904,GB,1990
387773,Towcester,1990-01-19,4200,GB,1990
388757,Kempton,1990-01-19,5380,GB,1990
396346,Catterick,1990-01-19,3050,GB,1990
399342,Towcester,1990-01-19,2600,GB,1990
245890,Catterick,1990-01-19,3240,GB,1990
247967,Southwell (AW),1990-01-19,2392,GB,1990
250654,Kempton,1990-01-19,4960,GB,1990
263927,Catterick,1990-01-19,3387,GB,1990
13892,Kempton,1990-01-19,2880,GB,1990
9969,Towcester,1990-01-19,3160,GB,1990
174288,Catterick,1990-01-19,2200,GB,1990
103754,Towcester,1990-01-19,3630,GB,1990
75328,Southwell (AW),1990-01-19,2247,GB,1990
206075,Southwell (AW),1990-01-19,2000,GB,1990
210157,Catterick,1990-01-19,1880,GB,1990
276734,Kempton,1990-01-20,5400,GB,1990
291907,Kempton,1990-01-20,5400,GB,1990
298087,Navan (IRE),1990-01-20,,IE,1990
302467,Catterick,1990-01-20,1880,GB,1990
304420,Navan (IRE),1990-01-20,,IE,1990
317881,Kempton,1990-01-20,12360,GB,1990
318334,Navan (IRE),1990-01-20,,IE,1990
329457,Warwick,1990-01-20,4200,GB,1990
350155,Kempton,1990-01-20,3660,GB,1990
360352,Warwick,1990-01-20,4165,GB,1990
371826,Kempton,1990-01-20,22769,GB,1990
376284,Warwick,1990-01-20,4200,GB,1990
379030,Haydock,1990-01-20,4280,GB,1990
227707,Southwell (AW),1990-01-20,3330,GB,1990
236193,Warwick,1990-01-20,9440,GB,1990
237793,Haydock,1990-01-20,2443,GB,1990
240057,Catterick,1990-01-20,3330,GB,1990
247523,Catterick,1990-01-20,2640,GB,1990
249950,Haydock,1990-01-20,5050,GB,1990
255825,Catterick,1990-01-20,2620,GB,1990
1282,Warwick,1990-01-20,1880,GB,1990
17931,Navan (IRE),1990-01-20,,IE,1990
37151,Southwell (AW),1990-01-20,3774,GB,1990
174756,Warwick,1990-01-20,5751,GB,1990
63327,Navan (IRE),1990-01-20,,IE,1990
69692,Catterick,1990-01-20,3240,GB,1990
69935,Southwell (AW),1990-01-20,3840,GB,1990
74194,Southwell (AW),1990-01-20,3120,GB,1990
88746,Navan (IRE),1990-01-20,,IE,1990
94880,Catterick,1990-01-20,3192,GB,1990
40286,Southwell (AW),1990-01-20,3944,GB,1990
47016,Catterick,1990-01-20,2485,GB,1990
52380,Southwell (AW),1990-01-20,3330,GB,1990
56449,Warwick,1990-01-20,5775,GB,1990
185014,Kempton,1990-01-20,5600,GB,1990
190044,Navan (IRE),1990-01-20,,IE,1990
191639,Haydock,1990-01-20,15600,GB,1990
211410,Haydock,1990-01-20,25400,GB,1990
213315,Haydock,1990-01-20,15800,GB,1990
289776,Musselburgh,1990-01-22,2160,GB,1990
302000,Leicester,1990-01-22,5000,GB,1990
302458,Lingfield (AW),1990-01-22,2100,GB,1990
306180,Leicester,1990-01-22,1880,GB,1990
319971,Leicester,1990-01-22,2500,GB,1990
348557,Lingfield (AW),1990-01-22,2320,GB,1990
367444,Leicester,1990-01-22,3904,GB,1990
367628,Musselburgh,1990-01-22,2160,GB,1990
374266,Musselburgh,1990-01-22,3132,GB,1990
390413,Leicester,1990-01-22,3197,GB,1990
223302,Musselburgh,1990-01-22,3168,GB,1990
227533,Lingfield (AW),1990-01-22,2280,GB,1990
260310,Musselburgh,1990-01-22,3052,GB,1990
12539,Lingfield (AW),1990-01-22,2725,GB,1990
101041,Lingfield (AW),1990-01-22,2520,GB,1990
65237,Leicester,1990-01-22,2040,GB,1990
188967,Leicester,1990-01-22,3936,GB,1990
192944,Musselburgh,1990-01-22,2380,GB,1990
193241,Lingfield (AW),1990-01-22,2220,GB,1990
206010,Musselburgh,1990-01-22,2160,GB,1990
291144,Chepstow,1990-01-23,2380,GB,1990
315363,Nottingham,1990-01-23,3450,GB,1990
325318,Chepstow,1990-01-23,3960,GB,1990
342001,Chepstow,1990-01-23,2380,GB,1990
346902,Nottingham,1990-01-23,2460,GB,1990
382975,Chepstow,1990-01-23,4560,GB,1990
387490,Nottingham,1990-01-23,2460,GB,1990
395853,Lingfield (AW),1990-01-23,3510,GB,1990
218003,Lingfield (AW),1990-01-23,3708,GB,1990
222477,Chepstow,1990-01-23,2420,GB,1990
225045,Chepstow,1990-01-23,6049,GB,1990
242154,Nottingham,1990-01-23,5240,GB,1990
263001,Chepstow,1990-01-23,4831,GB,1990
24052,Lingfield (AW),1990-01-23,4830,GB,1990
36188,Lingfield (AW),1990-01-23,3300,GB,1990
79395,Lingfield (AW),1990-01-23,3210,GB,1990
95345,Nottingham,1990-01-23,4360,GB,1990
45384,Lingfield (AW),1990-01-23,3180,GB,1990
189957,Lingfield (AW),1990-01-23,3210,GB,1990
276695,Southwell (AW),1990-01-24,2240,GB,1990
290191,Sedgefield,1990-01-24,3074,GB,1990
299618,Wolverhampton,1990-01-24,2720,GB,1990
302505,Sedgefield,1990-01-24,2500,GB,1990
310441,Wolverhampton,1990-01-24,4320,GB,1990
311455,Sedgefield,1990-01-24,3276,GB,1990
320987,Wolverhampton,1990-01-24,2740,GB,1990
323249,Southwell (AW),1990-01-24,2240,GB,1990
325016,Southwell (AW),1990-01-24,2340,GB,1990
336643,Southwell (AW),1990-01-24,2180,GB,1990
353183,Wolverhampton,1990-01-24,5160,GB,1990
377026,Sedgefield,1990-01-24,1880,GB,1990
14033,Wolverhampton,1990-01-24,3936,GB,1990
104413,Sedgefield,1990-01-24,2850,GB,1990
106011,Southwell (AW),1990-01-24,2500,GB,1990
62053,Sedgefield,1990-01-24,2943,GB,1990
70861,Southwell (AW),1990-01-24,2360,GB,1990
194905,Wolverhampton,1990-01-24,3815,GB,1990
369238,Southwell (AW),1990-01-25,3420,GB,1990
372586,Southwell (AW),1990-01-25,3390,GB,1990
237091,Southwell (AW),1990-01-25,3420,GB,1990
103021,Southwell (AW),1990-01-25,3330,GB,1990
61376,Southwell (AW),1990-01-25,3660,GB,1990
63658,Southwell (AW),1990-01-25,3120,GB,1990
266775,Wincanton,1990-01-26,2815,GB,1990
286815,Fairyhouse (IRE),1990-01-26,,IE,1990
292901,Fairyhouse (IRE),1990-01-26,,IE,1990
314880,Doncaster,1990-01-26,2220,GB,1990
324957,Wincanton,1990-01-26,4240,GB,1990
341235,Wincanton,1990-01-26,2720,GB,1990
357176,Fairyhouse (IRE),1990-01-26,,IE,1990
358037,Wincanton,1990-01-26,3690,GB,1990
224379,Wincanton,1990-01-26,4111,GB,1990
247388,Doncaster,1990-01-26,3540,GB,1990
251594,Fairyhouse (IRE),1990-01-26,,IE,1990
261682,Doncaster,1990-01-26,3391,GB,1990
18676,Doncaster,1990-01-26,4280,GB,1990
928,Fairyhouse (IRE),1990-01-26,,IE,1990
79579,Fairyhouse (IRE),1990-01-26,,IE,1990
87037,Wincanton,1990-01-26,3348,GB,1990
184660,Doncaster,1990-01-26,10324,GB,1990
191830,Doncaster,1990-01-26,2500,GB,1990
264830,Cheltenham,1990-01-27,8160,GB,1990
296012,Cheltenham,1990-01-27,8480,GB,1990
298190,Naas (IRE),1990-01-27,,IE,1990
303197,Cheltenham,1990-01-27,15225,GB,1990
317186,Ayr,1990-01-27,3510,GB,1990
347028,Cheltenham,1990-01-27,4400,GB,1990
351297,Lingfield (AW),1990-01-27,3330,GB,1990
366796,Naas (IRE),1990-01-27,,IE,1990
370379,Ayr,1990-01-27,2925,GB,1990
